NU_CNPB_PLANO_DA;ID_PROVISAO_MATEMATICA;TX_PERC_CUSTO_ANO;VL_CUSTO_ANO;SM_PROVISAO_MATEMATICA;SM_BENEFICIOS_CONCEDIDOS;SM_BEN_CON_CONTRIBUI_DEF;VL_BC_CD_SALD_CONT_ASSIST;SM_BEN_CON_BENEFICIO_DEF;VL_BC_BD_PROG_VABF_ASSIST;VL_BC_BD_NPRO_VABF_ASSIST;SM_BENEFICIOS_A_CONCEDER;SM_BEN_A_CON_CONTRIB_DEF;VL_AC_CD_SALD_CONT_PATRO;VL_AC_CD_SALD_CONT_PART;SM_BEN_A_CON_BEN_DEF_PROG;VL_AC_BD_PROG_VABF;VL_AC_BD_PROG_VACF_PATRO;VL_AC_BD_PROG_VACF_PART;SM_BEN_A_CON_BEN_DEF_NPRO;VL_AC_BD_NPRO_VABF;VL_AC_BD_NPRO_VACF_PATRO;VL_AC_BD_NPRO_VACF_PART;VL_AC_BD_CAPT_COBERTURA;VL_AC_BD_REPT_SIMPLES;ID_GRUPO_CUSTEIO_DA;ID_DEMONSTRACAO_ATUARIAL
1999000765;162743;;574709.88;16389195.96;3172245.05;3172245.05;3172245.05;0;0;0;13216950.91;13216950.91;11335778.33;1881172.58;0;0;0;0;0;0;0;0;0;0;;2685169
1990000819;162755;;6626015.56;307269051;103668414;39313062.04;39313062.04;64355352;62439713;1915639;203600636.9;196604102.7;195431854.4;1172248.3;6688808.04;6715924;27115.96;0;307726.16;309325;1598.84;0;0;0;;2685173
2007000547;162769;;0;1141258.8;407393;0;0;407393;260020;147373;733865.8;0;0;0;733487.8;733487.8;0;0;378;378;0;0;0;0;;2685177
2018001256;162779;;6879024.88;120648585.5;34168247.63;33872323.63;33872323.63;295924;295924;0;86480337.83;84703853.83;45800786.84;38903066.99;575948;575948;0;0;1200536;1200536;0;0;0;0;;2685181
2008001792;162793;;8952484.2;219184001.8;75455733.59;45750971.59;45750971.59;29704762;26540141;3164621;143728268.2;143362358.2;76126639.67;67235718.5;355600;355600;0;0;10310;10310;0;0;0;0;;2685185
2005005411;162803;;1160735.4;43927941.53;14379033.18;5594296.18;5594296.18;8784737;7913057;871680;29548908.35;29548908.35;17661441.28;11887467.07;0;0;0;0;0;0;0;0;0;0;;2685191
2005005347;162813;;203125.8;11772731.4;4996229.64;1971126.64;1971126.64;3025103;2910249;114854;6776501.76;6772500.76;3568174.04;3204326.72;3834;3834;0;0;167;167;0;0;0;0;;2685195
1993003029;162827;;2821355.04;43231480.31;4049342.25;4049342.25;4049342.25;0;0;0;39182138.06;39182138.06;22256847.37;16925290.69;0;0;0;0;0;0;0;0;0;0;;2685206
1979000719;162844;;0;20729528;17727299;0;0;17727299;13938741;3788558;3002229;0;0;0;3002229;3002229;0;0;0;0;0;0;0;0;;2685209
2015001492;162854;;0;1265976665;840495312;0;0;840495312;727679981;112815331;425481353;0;0;0;425219073;425219073;0;0;262280;262280;0;0;0;0;;2685213
2013002165;162864;;0;1504588101;1400943485;0;0;1400943485;1214329658;186613827;103644616.4;0;0;0;96721225.39;96721225.39;0;0;6923391;6923391;0;0;0;0;;2685215
1999003829;162873;;2391609.64;72771558.51;10587886.71;10587886.71;10587886.71;0;0;0;62183671.8;62087846.8;31865653.68;30222193.12;88731;387789;299058;0;7094;25255;18161;0;0;0;;2685218
1994003138;162884;;5078062.44;119638830.3;18328627.19;17878259.19;17878259.19;450368;450368;0;101310203.1;101280118.1;48337395.37;52942722.73;27381;48430;21049;0;2704;4468;1764;0;0;0;;2685231
2008000729;162894;;598697.58;46392574.93;18241515.5;18241515.5;18241515.5;0;0;0;28151059.43;27778321.43;15265281.49;12513039.94;328045;328045;0;0;44693;44693;0;0;0;0;;2685233
1970000147;162906;;27757106.95;21936896389;20662984070;0;0;20662984070;19260499426;1402484644;1273912319;0;0;0;1265439824;1412665731;140405613.2;6820293.6;8472495.53;8667788.54;153438.08;41854.93;0;0;;2685237
2003002383;162917;;0;147654799;147654799;0;0;147654799;130788956.2;16865842.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2685239
2003002456;162928;;1313684.82;1312302751;1264854087;0;0;1264854087;1075236566;189617521.3;47448664.45;0;0;0;45831303.73;46290570.81;149485.04;309782.04;1617360.72;1633567.99;5275.24;10932.03;0;0;;2685243
2018000292;162941;;107817016.9;79929493248;73027014091;0;0;73027014091;67086635881;5940378210;6902479158;0;0;0;6854831495;7552298278;664566288.7;32900494.25;47647662.18;48561040.03;694789.83;218588.02;0;0;;2685248
2019003619;162952;;0;7062036318;7062036318;0;0;7062036318;4331999511;2730036806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2685252
2019003783;162963;;0;4645793609;4638229335;0;0;4638229335;3433087625;1205141710;7564273.91;0;0;0;6959070.97;7721494.04;762423.07;0;605202.94;605202.94;0;0;0;0;;2685255
1992001618;162971;;0;5216329.18;5216329.18;0;0;5216329.18;3507954.46;1708374.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2685258
1996005138;162985;;82599321.11;3968929805;3051084117;147180656.1;147180656.1;2903903461;2725303033;178600428.1;917845687.3;842779229.3;371040927.9;471738301.4;65484401.37;65484401.37;0;0;9582056.67;11096831.77;1514775.1;0;0;0;;2685261
2005004065;163009;;1557807.73;19892526.15;3283540;3283540;3283540;0;0;0;16608986.15;15948855.79;8071186.11;7877669.68;600756.25;2954325;2353568.75;0;59374.11;305464;246089.89;0;0;0;;2685271
2005004847;163027;;534357.09;13461105.11;2732301.37;2732301.37;2732301.37;0;0;0;10728803.74;10482408.34;3813244.9;6669163.44;0;0;0;0;246395.4;246395.4;0;0;0;0;;2685274
2017000892;163033;;;10974577.63;173795.01;173795.01;173795.01;0;;;10800782.62;10800782.62;5137311.53;5663471.09;0;;;;0;;;;;;;2685749
1980000565;163044;;10975216.23;1083675714;905763778.6;345026680.6;345026680.6;560737098;413336893;147400205;177911935.7;175401656.5;159968798.7;15432857.77;2258978.42;11762886;9503907.58;0;251300.73;2147775;1896474.27;0;0;0;;2686263
1996003119;163054;;11658981.98;547590329.9;212227727.6;210205866.6;210205866.6;2021861;1757317;264544;335362602.3;335362602.3;139863083.9;195499518.4;0;0;0;0;0;0;0;0;0;0;;2686268
1998003256;163058;;3708098.88;87159590.56;9746744.59;9746744.59;9746744.59;0;0;0;77412845.97;77412845.97;0;77412845.97;0;0;0;0;0;0;0;0;0;0;;2686279
2020001365;163071;;11411966.24;293296029;34512910.78;34512910.78;34512910.78;0;0;0;258783118.3;258527000.2;84478376.62;174048623.6;235503.12;416591.48;181088.36;0;20614.94;31406.86;10791.92;0;0;0;;2686295
2010005211;163098;;;335302738.4;211499597;211499597;211499597;0;;;123803141.5;123803141.5;55241234.33;68561907.12;0;;;;0;;;;;;;2686566
2013000456;163100;;;108622108.9;5084303.46;5084303.46;5084303.46;0;;;103537805.5;103537805.5;62341674.72;41196130.76;0;;;;0;;;;;;;2686570
2009002229;163102;;;81719693.58;16885405.3;16885405.3;16885405.3;0;;;64834288.28;64834288.28;32911923.32;31922364.96;0;;;;0;;;;;;;2686576
2019001047;163104;;;283999.44;0;0;0;0;;;283999.44;283999.44;0;283999.44;0;;;;0;;;;;;;2686582
2003000747;163106;;;8363148.24;469036.28;469036.28;469036.28;0;;;7894111.96;7894111.96;0;7894111.96;0;;;;0;;;;;;;2686586
2021003256;163108;;;382232;0;0;0;0;;;382232;382232;191319.36;190912.64;0;;;;0;;;;;;;2686592
2022000129;163110;;;225874.34;0;0;0;0;;;225874.34;225874.34;69430.99;156443.35;0;;;;0;;;;;;;2686599
2022000056;163112;;;603588.32;0;0;0;0;;;603588.32;603588.32;232634.82;370953.5;0;;;;0;;;;;;;2686606
2009000447;163137;;;28565273.09;2389940.27;2389940.27;2389940.27;0;;;26175332.82;26175332.82;9117508.29;17057824.53;0;;;;0;;;;;;;2686610
2019001438;163306;;;1575303.88;0;0;0;0;;;1575303.88;1575303.88;0;1575303.88;0;;;;0;;;;;;;2686620
2005006556;163080;;2559099.58;30742693.77;3528137.98;3528137.98;3528137.98;0;0;0;27214555.79;27214555.79;11500523.29;15714032.5;0;0;0;0;0;0;0;0;0;0;;2686642
2013001274;163094;;358307.69;2967876.82;57235.88;57235.88;57235.88;0;0;0;2910640.94;2910640.94;1337194.89;1573446.05;0;0;0;0;0;0;0;0;0;0;;2686646
2005004456;163125;;1399925.04;28810496.89;2469954.53;0;0;2469954.53;0;2469954.53;26340542.36;22147782.36;6770659;15377123.36;3618635;3618635;0;0;574125;574125;0;0;0;0;;2686711
2003003029;163134;;8254939.68;107692343.2;23641223.34;16959252.34;16959252.34;6681971;6681971;0;84051119.81;84051119.81;34883875.01;49167244.8;0;0;0;0;0;0;0;0;0;0;;2686713
1987001419;163142;;1812602.17;58333259.2;10684134.66;9182669.46;9182669.46;1501465.2;780792.44;720672.76;47649124.54;47302280.54;24668575.93;22633704.61;0;0;0;0;346844;346844;0;0;0;0;;2686715
2007003147;163152;;488227.88;84268752;59584820;0;0;59584820;54593284;4991536;24683932;0;0;0;24494392;24494392;0;0;189540;189540;0;0;0;0;;2686719
1979004692;163162;;386395.41;488603563.8;480277000.7;0;0;480277000.7;464962508.5;15314492.28;8326563.11;0;0;0;8146378.52;8636690.24;245155.86;245155.86;180184.59;191029.49;5422.45;5422.45;0;0;;2686723
1982000856;163174;;231118.91;23071272;23071272;0;0;23071272;15031044;8040228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2686725
2005002356;163184;;15229434.28;406842614.9;147001958;0;0;147001958;121702217;25299741;259840656.9;259840656.9;114220201.9;145620455;0;0;0;0;0;5741662;2870831;2870831;0;0;;2686729
1981000119;163195;;2089483.11;216524557.2;216411465;0;0;216411465;123672787;92738678;113092.24;0;0;0;108991.07;108991.07;0;0;4101.17;4101.17;0;0;0;0;;2686731
1979000565;163208;;357900.46;27058482.01;27058482.01;0;0;27058482.01;11878383.01;15180099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2686733
2007000792;163221;;104882851.2;1681006813;104232134;0;0;104232134;61564937;42667197;1576774679;1576774679;699627705.2;877146973.6;0;0;0;0;0;37006576;18503288;18503288;0;0;;2686735
1979000492;163233;;81739429.64;5813078612;3272596450;0;0;3272596450;2671997503;600598947;2540482162;0;0;0;2509784202;2609559710;49887754;49887754;30697960;43820880;6561460;6561460;0;0;;2686737
2007002574;163243;;2547086.98;353685579;235248808;0;0;235248808;219088743;16160065;118436771;0;0;0;117077041;117077041;0;0;1359730;1359730;0;0;0;0;;2686739
2007002647;163254;;8815368.07;270948906.8;88953537;0;0;88953537;73611733;15341804;181995369.8;181995369.8;83032847.82;98962521.97;0;0;0;0;0;1617968;808984;808984;0;0;;2686741
1982000147;163266;;2220269.29;186219383;185867276;0;0;185867276;123845649;62021627;352107;0;0;0;331746;331746;0;0;20361;20361;0;0;0;0;;2686743
2009001192;163276;;8057313.92;61125788.72;2260284;0;0;2260284;1935059;325225;58865504.72;58865504.72;27829732.98;31035771.74;0;0;0;0;0;3174950;1587475;1587475;0;0;;2686745
2007000865;163286;;1303291.95;21596171.47;7243964;0;0;7243964;5447452;1796512;14352207.47;14352207.47;6706689.34;7645518.13;0;0;0;0;0;584780;292390;292390;0;0;;2686747
2007001047;163296;;186115.76;32850025;19303051;0;0;19303051;16132493;3170558;13546974;0;0;0;13368347;13368347;0;0;178627;178627;0;0;0;0;;2686749
2013000911;163303;;1736011.32;17995896.25;2035452.76;2035452.76;2035452.76;0;0;0;15960443.49;15960443.49;7543930.7;8416512.79;0;0;0;0;0;688136;344068;344068;0;0;;2686751
2010003756;163064;;;337154559.5;46113222.97;46113222.97;46113222.97;0;;;291041336.5;291041336.5;153293460.6;137747875.9;0;;;;0;;;;;;;2688194
2005004211;163308;;;1169939937;57859785.37;57859785.37;57859785.37;0;;;1112080152;1112080152;0;1112080152;0;;;;0;;;;;;;2688218
2008002111;163420;;;7894128.83;1170599.3;1170599.3;1170599.3;0;;;6723529.53;6723529.53;2066191.69;4657337.84;0;;;;0;;;;;;;2688231
2012000665;163440;;;34665211.41;19401.94;19401.94;19401.94;0;;;34645809.47;34645809.47;14530039.81;20115769.66;0;;;;0;;;;;;;2688241
2020001756;163442;;;176176924.6;23333176.35;23333176.35;23333176.35;0;;;152843748.3;152843748.3;0;152843748.3;0;;;;0;;;;;;;2688246
2000002447;163448;;;897237009.5;299564609.6;299564609.6;299564609.6;0;;;597672400;597672400;286510626.5;311161773.4;0;;;;0;;;;;;;2688255
2021001083;163450;;;412.59;0;0;0;0;;;412.59;412.59;0;412.59;0;;;;0;;;;;;;2688264
1971000256;160947;;0.01;636970799.4;629457824.1;0;0;629457824.1;483307544.1;146150280;7512975.31;0;0;0;6283105.56;6283105.58;0.01;0.01;1229869.75;1229869.77;0.01;0.01;0;0;;2688276
1982002311;163342;;5255603.21;2191292128;1971152450;5264579.92;5264579.92;1965887870;1755180969;210706901;220139678.4;63670885.83;21915339.79;41755546.04;153521582.6;153521582.6;0;0;2947210;2947210;0;0;0;0;;2688290
1986000656;163356;;3298406.12;445156605;438925176;0;0;438925176;328072422;110852754;6231429.02;0;0;0;6162184;6320843;77477;81182;69245.02;71028.02;871;912;0;0;;2688295
1996003992;163364;;9279150.98;374505075.2;164964077.9;0;0;164964077.9;150236957.2;14727120.71;209540997.3;5594743.32;1769840.47;3824902.85;198579616;283010926.3;42215655.14;42215655.14;5366638;8243769.18;1438565.59;1438565.59;0;0;;2688301
2019003211;163372;;182154.65;5381648.47;1264771.55;1264771.55;1264771.55;0;0;0;4116876.92;3351721.57;3164997.03;186724.54;687657.66;1013424.74;325767.08;0;77497.69;114211;36713.31;0;0;0;;2688304
1991002483;163398;;18946796.09;451084406.6;173378388.5;81168394.54;81168394.54;92209994;83432205;8777789;277706018;275478167;133359238.4;142118928.7;0;0;0;0;2227851;2227851;0;0;0;0;;2688309
1983000256;163417;;355590.73;780595727.3;742327970;0;0;742327970;400037543.6;342290426.3;38267757.35;0;0;0;35601162.93;37438707.86;305533.66;1532011.27;2666594.42;2804230.01;22885.05;114750.54;0;0;;2688312
2011000165;163428;;1506108.53;14089792.73;375440.48;0;0;375440.48;0;375440.48;13714352.25;13714352.25;6458735.05;7255617.2;0;0;0;0;0;0;0;0;0;0;;2688314
2009003365;163437;;3238335.52;17560751.13;309259.25;309259.25;309259.25;0;0;0;17251491.88;17251491.88;8240809.8;9010682.08;0;0;0;0;0;0;0;0;0;0;;2688316
1996002619;163472;;13836975.36;1090146731;420319673;386011328.7;386011328.7;34308344.34;30220227.25;4088117.09;669827058.3;669703374.5;300283025.6;369420348.9;115906.34;160472.4;44566.06;0;7777.45;10317.84;2540.39;0;0;0;;2688330
2005004529;163482;;0;731480343;666507698;0;0;666507698;518184544;148323154;64972645;0;0;0;63850641;63850641;0;0;1122004;1122004;0;0;0;0;;2688336
1993001311;163491;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2688338
2021003329;163502;;;508612.41;0;0;0;0;;;508612.41;508612.41;224796.67;283815.74;0;;;;0;;;;;;;2688342
2006004638;163504;;;85148189.13;3824399.28;3824399.28;3824399.28;0;;;81323789.85;81323789.85;30902462.49;50421327.36;0;;;;0;;;;;;;2688344
2021000583;163506;;;5788171.86;0;0;0;0;;;5788171.86;5788171.86;2554844.02;3233327.84;0;;;;0;;;;;;;2688346
1993003592;163499;;255301.05;27806047;22757901;0;0;22757901;19158706;3599195;5048146;0;0;0;5011549;5345047;166749;166749;36597;37899;651;651;0;0;;2688355
1985001111;163519;;51650.41;111351453.3;87211298.21;0;0;87211298.21;79998644.78;7212653.43;24140155.1;0;0;0;24122197.18;24170464.38;24133.6;24133.6;17957.92;17993.86;17.97;17.97;0;0;;2688364
2016001283;163532;;26907380.74;78356169.33;0;0;0;0;0;0;78356169.33;78356169.33;37273967.16;41082202.17;0;0;0;0;0;0;0;0;0;0;;2688372
2008002365;163545;;20089091.36;404805092.3;339694108.9;0;0;339694108.9;331335206.3;8358902.58;65110983.36;49522857.56;23839809.95;25683047.61;15588125.8;58094142.88;21189666.33;21316350.75;0;0;0;0;0;0;;2688375
1993000811;163551;;3211977.96;1082080157;500955909.3;498790890.3;498790890.3;2165019.08;1092533.31;1072485.77;581124247.4;581124247.4;220051527.4;361072720;0;0;0;0;0;0;0;0;0;0;;2688378
1984000683;163559;;0;2166360339;1295993079;0;0;1295993079;1226404278;69588801;870367260.5;0;0;0;827047572.5;827047572.5;0;0;43319688;43319688;0;0;0;0;;2688380
1981001174;163569;;0;249488678.7;215991307.7;0;0;215991307.7;189374016.6;26617291.11;33497371.03;2796536.6;0;2796536.6;29008790.77;29008790.77;0;0;1692043.66;1692043.66;0;0;0;0;;2688383
2000003656;163579;;19821471.12;1975943971;628952295.5;41871699.11;41871699.11;587080596.4;458439282.9;128641313.6;1346991676;1273522452;637442667.9;636079784.5;39229021.11;39229021.11;0;0;34240202.45;34240202.45;0;0;0;0;;2688389
2004002018;163589;;23750563;486759888.9;97541533.49;91113035.49;91113035.49;6428498;6428498;0;389218355.4;375631750.8;202976296.6;172655454.2;13240117.23;13240117.23;0;0;346487.36;346487.36;0;0;0;0;;2688392
2001002165;163598;;122746384.8;5607381428;3225598996;0;0;3225598996;2898379588;327219407.9;2381782432;2363764226;1024576378;1339187848;0;0;0;0;18018205.65;18018205.65;0;0;0;0;;2688398
2001002238;163607;;0;1930397173;1669101358;0;0;1669101358;1557210688;111890669.5;261295815.2;0;0;0;261293155.3;261293155.3;0;0;2659.96;2659.96;0;0;0;0;;2688401
2017000256;163663;;;39903746.11;0;0;0;0;;;39903746.11;39903746.11;19325449.5;20578296.61;0;;;;0;;;;;;;2688762
2014001529;163702;;;13543289.93;381233.55;381233.55;381233.55;0;;;13162056.38;13162056.38;7895520.35;5266536.03;0;;;;0;;;;;;;2688778
2022000919;163704;;;563373.16;0;0;0;0;;;563373.16;563373.16;281652.17;281720.99;0;;;;0;;;;;;;2688782
2012001092;163623;;18232982.4;128469257.5;403609.95;403609.95;403609.95;0;0;0;128065647.6;123246700.6;55628335.64;67618365;4768206.94;7613404.94;2845198;0;50740;86925;36185;0;0;0;;2688792
2015000674;163629;;0;31846769.92;4395683.19;4395683.19;4395683.19;0;0;0;27451086.73;27451086.73;0;27451086.73;0;0;0;0;0;0;0;0;0;0;;2688794
1984001183;163656;;88797066.81;2651955310;1111576459;724858832.3;724858832.3;386717627;358738831;27978796;1540378851;1535824132;582498302.4;953325829.5;0;0;0;0;4554719;6165376;1610657;0;0;0;;2688798
1998003574;163670;;1347066898;25783978197;1450040713;0;0;1450040713;846044721.9;603995991.1;24333937484;23066691207;11364508514;11702182693;0;0;0;0;1267246277;2320651125;526702423.9;526702423.9;0;0;;2688806
2003002618;163690;;0;1568450327;1555853512;0;0;1555853512;1371304268;184549243.8;12596814.91;0;0;0;12227153.71;12227153.71;0;0;369661.2;369661.2;0;0;0;0;;2688810
2014000247;163699;;6785065.32;45340616;361750.05;361750.05;361750.05;0;0;0;44978865.95;43908346.28;21284690.32;22623655.96;0;0;0;0;1070519.67;1070519.67;0;0;0;0;;2688818
2007000156;163708;;32516406.72;1033776875;258712147.5;224388220.5;224388220.5;34323927;27159808;7164119;775064727.2;775064727.2;348561796.8;426502930.3;0;0;0;0;0;0;0;0;0;0;;2688822
2012000738;163866;;;66824700.56;1091388.19;1091388.19;1091388.19;0;;;65733312.37;65733312.37;28722081.17;37011231.2;0;;;;0;;;;;;;2689085
2010001338;163719;;658960;21180079.85;323244.3;323244.3;323244.3;0;0;0;20856835.55;20688724.55;13534023.28;7154701.27;0;0;0;0;168111;168111;0;0;0;0;;2689111
2000006965;163727;;21363380.76;743583264.1;543222921;0;0;543222921;362852161;180370760;200360343.1;199302659.1;99119556.36;100183102.7;0;0;0;0;1057684;4527080;1734698;1734698;0;0;;2689127
1982000783;163739;;0;87153121.49;81024460.09;0;0;81024460.09;69951065.27;11073394.82;6128661.4;0;0;0;6128661.4;6128661.4;0;0;0;0;0;0;0;0;;2689137
1982001811;163750;;0;11070239.52;10735976.74;0;0;10735976.74;7632358.37;3103618.37;334262.78;0;0;0;334262.78;334262.78;0;0;0;0;0;0;0;0;;2689141
1993000992;163757;;5013340;144014234.6;16923847.99;12118861.99;12118861.99;4804986;4018435;786551;127090386.6;127089730.6;51449778.05;75639952.57;0;0;0;0;656;656;0;0;0;0;;2689145
2007000611;163765;;6897899;62619099.57;7585934.6;6943388.37;6943388.37;642546.23;0;642546.23;55033164.97;53815070.97;28280686.42;25534384.55;0;0;0;0;1218094;1218094;0;0;0;0;;2689149
1985001438;163776;;6752360.95;186044958.9;57719839.14;0;0;57719839.14;41678395.15;16041443.99;128325119.8;0;0;0;128147239.9;128378536.7;115648.42;115648.42;177879.93;178200.99;160.53;160.53;0;0;;2689153
1986000729;163828;;26847093.02;1069100852;431271808;390925632;390925632;40346176;35610811;4735365;637829043.5;637829043.5;614233114.3;23595929.19;0;0;0;0;0;0;0;0;0;0;;2689157
2002001456;163847;;28707826.9;5399010086;4858189445;52374317.01;52374317.01;4805815128;4630571224;175243903.9;540820641.5;446169189.9;221643709.8;224525480;94651451.6;94651451.6;0;0;0;0;0;0;0;0;;2689165
1998002829;163856;;0;2468318665;2404136285;1934924.64;1934924.64;2402201360;2190846187;211355173;64182380.12;7121208.12;0;7121208.12;55704397;55704397;0;0;1356775;1356775;0;0;0;0;;2689169
1997002711;163863;;196129588.7;12838221089;8031197385;5107665751;5107665751;2923531634;2232395700;691135933.8;4807023704;4807023704;2032875684;2774148021;0;0;0;0;0;0;0;0;0;0;;2689173
1979001529;163887;;4023652019;18524008959;11566020632;0;0;11566020632;10023017970;1543002662;6957988327;0;0;0;6646260848;10042660876;2061390598;1335009430;311727479;457910807;85086848;61096480;0;0;;2689183
1995003311;163895;;4294275.8;1299219096;615748299.2;419777314.2;419777314.2;195970985;185772324;10198661;683470796.6;683127630.6;286563587.3;396564043.3;0;0;0;0;343166;343166;0;0;0;0;;2689187
1995002992;163905;;14163647;246486418.9;50652164.42;4471154.42;4471154.42;46181010;45809466;371544;195834254.5;178296841.5;171022365;7274476.53;16982638;36434973;19452335;0;554775;1245398;690623;0;0;0;;2689202
2004000465;163913;;23018123.62;1733232574;1382946353;23588292.36;23588292.36;1359358061;1183099979;176258082;350286221;278871050.6;104629711.4;174241339.3;71204462.48;72938963.46;867250.49;867250.49;210707.88;236383.72;12837.92;12837.92;0;0;;2689206
1999002865;163925;;13810806.23;370456665;137079547.1;137079547.1;137079547.1;0;0;0;233377117.9;233377117.9;92045424.35;141331693.6;0;0;0;0;0;0;0;0;0;0;;2689210
1980001911;163937;;12687046.52;1661725897;1598437360;0;0;1598437360;1272293102;326144258;63288537.1;12661658.45;11748157.35;913501.1;48375075.32;53697887;477092.06;4845719.62;2251803.33;2320959;21080.67;48075;0;0;;2689224
2013001819;163944;;730224.59;19675562.73;4383198.69;4383198.69;4383198.69;0;0;0;15292364.04;15292364.04;15224134.23;68229.81;0;0;0;0;0;0;0;0;0;0;;2689228
1998005992;163952;;0;3562787;3562787;0;0;3562787;2711897;850890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2689232
1998006018;163957;;0;9253163;9253163;0;0;9253163;9253163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2689236
1991001411;163965;;134534717.8;1810560798;499856078.6;260432696.1;260432696.1;239423382.5;197545347.4;41878035.13;1310704719;1310704719;494746674.3;815958044.6;0;0;0;0;0;0;0;0;0;0;;2689240
2000002374;163973;;0;3311946818;3311946818;0;0;3311946818;2906233770;405713048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2689255
2008003183;163984;;0;32582980.05;404861.21;404861.21;404861.21;0;0;0;32178118.84;32178118.84;17334792.51;14843326.33;0;0;0;0;0;0;0;0;0;0;;2689259
2011002338;164128;;;26712768.59;0;0;0;0;;;26712768.59;26712768.59;12817143.62;13895624.97;0;;;;0;;;;;;;2689550
2013001592;164145;;;195274768.2;25470453.58;25470453.58;25470453.58;0;;;169804314.6;169804314.6;75238936.57;94565378.05;0;;;;0;;;;;;;2689552
2008001938;164170;;;1482157394;25835698.92;25835698.92;25835698.92;0;;;1456321695;1456321695;1435492939;20828756.34;0;;;;0;;;;;;;2689554
2000004229;163991;;35352922;723421506.9;295560541.4;18963190.4;18963190.4;276597351;260113528;16483823;427860965.5;389232625.5;323546335.7;65686289.85;38562885;39067469;504584;0;65455;66028;573;0;0;0;;2689556
1992000565;163997;;4508827.64;78158014.43;43897357.75;1648651.44;1648651.44;42248706.31;40373187.78;1875518.53;34260656.68;32080868.69;5731495.5;26349373.19;2179787.99;2179787.99;0;0;0;0;0;0;0;0;;2689560
2009001338;164079;;44295446;320689088.5;16712676.02;10037563.02;10037563.02;6675113;5537841;1137272;303976412.5;284941861.8;139902811.8;145039050;50853.4;61048;5097.3;5097.3;18983697.25;22743445.01;1879873.88;1879873.88;0;0;;2689567
2000000983;164096;;0;11277716.12;11277716.12;0;0;11277716.12;9072119.65;2205596.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2689583
1994002492;164116;;15145414.71;1360020949;860611430.1;384100198.1;384100198.1;476511232;409521944;66989288;499409519.2;474446643.9;187117338.3;287329305.6;23600425.76;23950290;349864.24;0;1362449.63;1399557;37107.37;0;0;0;;2689589
1988001374;164125;;14529445.31;201284365.3;0;0;0;0;0;0;201284365.3;0;0;0;0;0;0;0;201284365.3;248927635.1;0;47643269.83;0;0;;2689597
1985000547;164135;;1224936.7;58585711.51;39885351.19;6687737.19;6687737.19;33197614;0;33197614;18700360.32;18700360.32;7737127.92;10963232.4;0;0;0;0;0;0;0;0;0;0;;2689605
2000006019;164142;;684569.86;16896258.11;3376500.46;3068949.3;3068949.3;307551.16;307551.16;0;13519757.65;13275501.61;8155380.3;5120121.31;0;0;0;0;244256.04;244256.04;0;0;0;0;;2689619
1977000118;164166;;0;1890861534;1885657740;0;0;1885657740;1789437922;96219818;5203794;0;0;0;5203794;5203794;0;0;0;0;0;0;0;0;;2689623
2002003947;164181;;4793600.15;461914688.9;342739739.2;103423.37;103423.37;342636315.8;307317295.2;35319020.62;119174949.7;81254948.32;24578620.9;56676327.42;31699649.92;31699649.92;0;0;6220351.5;6220351.5;0;0;0;0;;2689625
2006005847;164188;;1093830.48;23059436.85;7197875.66;7197875.66;7197875.66;0;0;0;15861561.19;15861561.19;5882099.47;9979461.72;0;0;0;0;0;0;0;0;0;0;;2689629
2003001956;164196;;19569883.33;230767563.4;71615687;0;0;71615687;57091729;14523958;159151876.4;149990417.4;72789910.45;77200506.99;0;0;0;0;9161459;9161459;0;0;0;0;;2689631
1998005518;164203;;0;680765613.4;326436816.7;80590822.59;80590822.59;245845994.2;209005842.9;36840151.23;354328796.6;354328796.6;132576692.5;221752104.1;0;0;0;0;0;0;0;0;0;0;;2689643
1999002318;164229;;21036145.59;579272589.5;141624151.1;69250925.13;69250925.13;72373226;64816450;7556776;437648438.4;436159122.4;165652684.8;270506437.6;1179658;2659826;1480168;0;309658;798362;488704;0;0;0;;2689651
2008002047;164240;;;241485712.4;1804868.87;1804868.87;1804868.87;0;;;239680843.6;239680843.6;0;239680843.6;0;;;;0;;;;;;;2690123
2014000638;164242;;;88389204.32;6510071.8;6510071.8;6510071.8;0;;;81879132.52;81879132.52;0;81879132.52;0;;;;0;;;;;;;2690127
2018000519;164244;;;9200199.43;0;0;0;0;;;9200199.43;9200199.43;4388305.92;4811893.51;0;;;;0;;;;;;;2690131
2006004711;164275;;;53896028.39;609502.65;609502.65;609502.65;0;;;53286525.74;53286525.74;22199995.56;31086530.18;0;;;;0;;;;;;;2690135
