NU_CNPB_PLANO_DA;ID;ORIGEM;ID_FONTE_RECURSO;SM_TOTAL_RECURSOS_PART;SM_CONTRIB_PREV_PART;VL_CONTRIB_NORMAIS_PART;SM_CONTRIB_EXTRA_PART;VL_DEFICIT_EQUACIO_PART;VL_SERVICO_PASSADO_PART;VL_OUT_FINALIDADES_PART;SM_UTILIZA_FUNDOS_PART;VL_EXIGENCIA_REGUL_PART;VL_DESTINA_RES_ESP_PART;SM_TOTAL_RECURSOS_ASSIST;SM_CONTRIB_PREV_ASSIST;SM_CONTRIB_EXTRA_ASSIST;VL_DEFICIT_EQUACIO_ASSIST;VL_SERVICO_PASSADO_ASSIST;VL_OUT_FINALIDADES_ASSIST;SM_UTILIZA_FUNDOS_ASSIST;VL_EXIGENCIA_REGUL_ASSIST;VL_DESTINA_RES_ESP_ASSIST;SM_TOTAL_RECURSOS_PATRO;SM_CONTRIB_PREV_PATRO;VL_CONTRIB_NORMAIS_PATRO;SM_CONTRIB_EXTRA_PATRO;VL_DEFICIT_EQUACIO_PATRO;VL_SERVICO_PASSADO_PATRO;VL_OUT_FINALIDADES_PATRO;SM_UTILIZA_FUNDOS_PATRO;VL_EXIGENCIA_REGUL_PATRO;VL_DESTINA_RES_ESP_PATRO;SM_TOTAL_RECURSOS_GRUPO;SM_CONTRIB_PREV_GRUPO;SM_CONTRIB_NORMAIS_GRUPO;SM_CONTRIB_EXTRA_GRUPO;SM_DEFICIT_EQUACIO_GRUPO;SM_SERVICO_PASSADO_GRUPO;SM_OUT_FINALIDADES_GRUPO;SM_UTILIZA_FUNDOS_GRUPO;SM_EXIGENCIA_REGUL_GRUPO;SM_DESTINA_RES_ESP_GRUPO;DT_INICIO_VIGENCIA;ID_GRUPO_CUSTEIO_DA;ID_DEMONSTRACAO_ATUARIAL;VL_CONTRIB_NORMAIS_ASSIST;TX_TOT_PERC_CONTRIB_PART;TX_PERC_NORMAIS_PART;TX_TOT_PERC_EXTRA_PART;TX_DEFICIT_EQUACIO_PART;TX_PERC_SER_PAS_PART;TX_PERC_OUT_FINALID_PART;TX_TOT_PERC_CONTRIB_ASSIS;TX_PERC_NORMAIS_ASSIST;TX_TOT_PERC_EXTRA_ASSIST;TX_DEFICIT_EQUACIO_ASSIST;TX_PERC_SER_PAS_ASSIST;TX_PERC_OUT_FINALID_ASSIS;TX_TOT_PERC_CONTRIB_PATRO;TX_PERC_NORMAIS_PATRO;TX_TOT_PERC_EXTRA_PATRO;TX_DEFICIT_EQUACIO_PATRO;TX_PERC_SER_PAS_PATRO;TX_PERC_OUT_FINALID_PATRO
2011002419;3191815;1;41053;1038989.88;1038989.88;1038989.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1038989.88;1038989.88;1038989.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3191815;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2006004247;3191827;1;41055;1513115.16;1513115.16;1513115.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1513115.16;1513115.16;1513115.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3191827;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012001629;3191831;1;41057;795714.96;795714.96;795714.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;795714.96;795714.96;795714.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3191831;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012001874;3191835;1;41059;2762206.56;2762206.56;2762206.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2762206.56;2762206.56;2762206.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3191835;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2015001883;3191841;1;41061;493945.56;493945.56;493945.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;493945.56;493945.56;493945.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3191841;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2005000892;3192097;1;41063;1857773.66;1857773.66;1857773.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;215379.19;215379.19;215379.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2073152.85;2073152.85;2073152.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3192097;0.00;4.70;4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.50;0.00;0.00;0.00;0.00
2018000365;3245774;1;41067;4214878.63;4214878.63;4214878.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4214878.63;4214878.63;4214878.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3245774;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1979000174;3296254;1;41075;12074160.04;12074160.04;0.00;12074160.04;12074160.04;0.00;0.00;0.00;0.00;0.00;2277284.76;2277284.76;2277284.76;0.00;0.00;2277284.76;0.00;0.00;0.00;12074160.04;12074160.04;0.00;12074160.04;12074160.04;0.00;0.00;0.00;0.00;0.00;26425604.84;26425604.84;0.00;26425604.84;24148320.08;0.00;2277284.76;0.00;0.00;0.00;NULL;NULL;3296254;0.00;0.00;0.00;6.50;6.50;0.00;0.00;0.00;0.00;2.65;0.00;0.00;2.65;0.00;0.00;6.50;6.50;0.00;0.00
1971000256;3306552;1;41079;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3306552;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2013000911;3307339;1;41081;984551.86;984551.86;984551.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;905092.46;905092.46;905092.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1889644.32;1889644.32;1889644.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3307339;0.00;7.93;7.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.29;7.29;0.00;0.00;0.00;0.00
2004001992;3307787;1;41086;1007167.41;1007167.41;1007167.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1471660.15;1471660.15;1471660.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2478827.56;2478827.56;2478827.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3307787;0.00;2.19;2.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.20;3.20;0.00;0.00;0.00;0.00
2005000183;3307795;1;41088;4751022.53;4751022.53;4751022.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3159660.62;3159660.62;3159660.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7910683.15;7910683.15;7910683.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3307795;0.00;2.06;2.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.37;1.37;0.00;0.00;0.00;0.00
2014000883;3307988;1;41090;4432225.08;4432225.08;4432225.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4313806.88;4313806.88;4313806.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8746031.96;8746031.96;8746031.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3307988;0.00;7.86;7.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.65;7.65;0.00;0.00;0.00;0.00
2009001192;3307990;1;41092;4775926.45;4775926.45;4775926.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4291831.02;4291831.02;4291831.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9067757.47;9067757.47;9067757.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3307990;0.00;6.61;6.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.94;5.94;0.00;0.00;0.00;0.00
1979000565;3308045;1;41094;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;383973.56;383973.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;383973.56;383973.56;383973.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3308045;383973.56;0.00;0.00;0.00;0.00;0.00;0.00;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1981000518;3308047;1;41096;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3308047;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1982000856;3308201;1;41098;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;252661.12;252661.12;11222.60;11222.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;252661.12;252661.12;241438.52;11222.60;11222.60;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3308201;241438.52;0.00;0.00;0.00;0.00;0.00;0.00;8.00;8.00;0.39;0.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1981000119;3308360;1;41100;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2288832.44;2288832.44;113762.94;113762.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2288832.44;2288832.44;2175069.50;113762.94;113762.94;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3308360;2175069.50;0.00;0.00;0.00;0.00;0.00;0.00;8.03;8.03;0.42;0.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2012001718;3309044;1;41102;2354909.72;2354909.72;2354909.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;661896.23;661896.23;661896.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3016805.95;3016805.95;3016805.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309044;0.00;5.23;5.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.47;1.47;0.00;0.00;0.00;0.00
2014002118;3309046;1;41104;7675053.25;7675053.25;7675053.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6360268.97;6360268.97;6360268.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14035322.22;14035322.22;14035322.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309046;0.00;4.67;4.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.87;3.87;0.00;0.00;0.00;0.00
2017000183;3309048;1;41106;4672216.37;4672216.37;4672216.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4464562.31;4464562.31;4464562.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9136778.68;9136778.68;9136778.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309048;0.00;4.95;4.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.73;4.73;0.00;0.00;0.00;0.00
2020001829;3309052;1;41108;1077192.00;1077192.00;1077192.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1077192.00;1077192.00;1077192.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309052;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2021003574;3309056;1;41110;68832.77;68832.77;68832.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17042.50;17042.50;17042.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;85875.27;85875.27;85875.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309056;0.00;7.27;7.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.80;1.80;0.00;0.00;0.00;0.00
1998006565;3309066;1;41112;379944.10;379944.10;379944.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;346419.62;346419.62;346419.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;726363.72;726363.72;726363.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309066;0.00;6.12;6.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.58;5.58;0.00;0.00;0.00;0.00
1982000147;3309068;1;41114;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2450573.25;2450573.25;92053.94;92053.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2450573.25;2450573.25;2358519.31;92053.94;92053.94;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309068;2358519.31;0.00;0.00;0.00;0.00;0.00;0.00;8.00;8.00;0.35;0.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1979001911;3309070;1;41116;44916.26;44916.26;29261.85;15654.41;15654.41;0.00;0.00;0.00;0.00;0.00;16621931.55;16621931.55;10137572.78;10137572.78;0.00;0.00;0.00;0.00;0.00;10583536.82;10583536.82;1006837.72;9576699.10;9576699.10;0.00;0.00;0.00;0.00;0.00;27250384.63;27250384.63;7520458.34;19729926.29;19729926.29;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309070;6484358.77;6.07;6.07;2.92;2.92;0.00;0.00;11.39;11.39;16.43;16.43;0.00;0.00;208.78;208.78;2053.18;2053.18;0.00;0.00
1985000792;3309407;1;41118;6660142.11;6660142.11;5719928.33;940213.78;940213.78;0.00;0.00;0.00;0.00;0.00;36107487.37;36107487.37;5411255.72;5411255.72;0.00;0.00;0.00;0.00;0.00;46517028.52;46517028.52;39371861.70;7145166.82;7145166.82;0.00;0.00;0.00;0.00;0.00;89284658.00;89284658.00;75788021.68;13496636.32;13496636.32;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309407;30696231.65;9.77;9.77;1.61;1.61;0.00;0.00;13.78;13.78;2.43;2.43;0.00;0.00;14.00;14.00;2.54;2.54;0.00;0.00
2016000465;3309404;1;41122;4339972.13;4339972.13;4339972.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5330583.18;5330583.18;5330583.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9670555.31;9670555.31;9670555.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309404;0.00;13.83;13.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.80;16.80;0.00;0.00;0.00;0.00
2010004711;3309713;1;41124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;239271.92;239271.92;0.00;239271.92;239271.92;0.00;0.00;0.00;0.00;0.00;239271.92;239271.92;0.00;239271.92;239271.92;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309713;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38.16;38.16;0.00;0.00
1988002729;3309810;1;41126;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3309810;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2010002318;3310012;1;41128;135334.20;135334.20;135334.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;135334.20;135334.20;135334.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3310012;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1979000492;3310441;1;41130;21972486.66;21972486.66;16437923.46;5534563.20;5534563.20;0.00;0.00;0.00;0.00;0.00;53928266.71;53928266.71;939962.04;939962.04;0.00;0.00;0.00;0.00;0.00;34836303.35;34836303.35;16437923.46;18398379.89;18398379.89;0.00;0.00;0.00;0.00;0.00;110737056.72;110737056.72;85864151.59;24872905.13;24872905.13;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3310441;52988304.67;9.06;9.06;3.05;3.05;0.00;0.00;7.86;7.86;0.24;0.24;0.00;0.00;9.06;9.06;10.14;10.14;0.00;0.00
1974000583;3311067;1;41135;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311067;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2010005392;3311065;1;41137;16874093.76;16874093.76;16874093.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16874093.76;16874093.76;16874093.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311065;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2019001829;3311146;1;41139;35855932.46;35855932.46;35855932.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35855932.46;35855932.46;35855932.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71711864.92;71711864.92;71711864.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311146;0.00;4.99;4.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.99;4.99;0.00;0.00;0.00;0.00
2019002329;3311179;1;41141;15500571.55;15500571.55;15500571.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15500571.55;15500571.55;15500571.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311179;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1988000629;3311459;1;41145;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311459;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1997000611;3311461;1;41147;21528840.94;21528840.94;21528840.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22055541.04;22055541.04;22055541.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43584381.98;43584381.98;43584381.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311461;0.00;6.98;6.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.15;7.15;0.00;0.00;0.00;0.00
2007002574;3311463;1;41149;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2669555.92;2669555.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2669555.92;2669555.92;2669555.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311463;2669555.92;0.00;0.00;0.00;0.00;0.00;0.00;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2011001765;3311532;1;41151;3462997.85;3462997.85;3462997.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3462997.85;3462997.85;3462997.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311532;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1981000747;3311547;1;41153;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;69195.85;69195.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;69195.85;69195.85;69195.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311547;69195.85;0.00;0.00;0.00;0.00;0.00;0.00;6.50;6.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1996003747;3311553;1;41161;49958954.43;49958954.43;49958954.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60854645.01;48276665.20;48276665.20;0.00;0.00;0.00;0.00;12577979.81;12577979.81;0.00;110813599.44;98235619.63;98235619.63;0.00;0.00;0.00;0.00;12577979.81;12577979.81;0.00;NULL;NULL;3311553;0.00;8.02;8.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.75;7.75;0.00;0.00;0.00;0.00
1999000919;3311555;1;41165;163936947.26;163936947.26;163936947.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91212968.28;91212968.28;91212968.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;255149915.54;255149915.54;255149915.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3311555;0.00;8.63;8.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.80;4.80;0.00;0.00;0.00;0.00
2005006311;3312052;1;41167;9989173.44;9989173.44;9989173.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9973211.40;9973211.40;9973211.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19962384.84;19962384.84;19962384.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3312052;0.00;22.81;22.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.27;22.27;0.00;0.00;0.00;0.00
1999000838;3312073;1;41169;8093469.50;8093469.50;8093469.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6478714.02;6478714.02;6478714.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14572183.52;14572183.52;14572183.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3312073;0.00;4.11;4.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.29;3.29;0.00;0.00;0.00;0.00
1993003411;3312082;1;41186;29599114.56;29599114.56;29599114.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45937866.10;45937866.10;45937866.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75536980.66;75536980.66;75536980.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;NULL;3312082;0.00;41.68;41.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61.82;61.82;0.00;0.00;0.00;0.00
