NU_CNPB_PLANO_DA;ID;ORIGEM;ID_FONTE_RECURSO;SM_TOTAL_RECURSOS_PART;SM_CONTRIB_PREV_PART;VL_CONTRIB_NORMAIS_PART;SM_CONTRIB_EXTRA_PART;VL_DEFICIT_EQUACIO_PART;VL_SERVICO_PASSADO_PART;VL_OUT_FINALIDADES_PART;SM_UTILIZA_FUNDOS_PART;VL_EXIGENCIA_REGUL_PART;VL_DESTINA_RES_ESP_PART;SM_TOTAL_RECURSOS_ASSIST;SM_CONTRIB_PREV_ASSIST;SM_CONTRIB_EXTRA_ASSIST;VL_DEFICIT_EQUACIO_ASSIST;VL_SERVICO_PASSADO_ASSIST;VL_OUT_FINALIDADES_ASSIST;SM_UTILIZA_FUNDOS_ASSIST;VL_EXIGENCIA_REGUL_ASSIST;VL_DESTINA_RES_ESP_ASSIST;SM_TOTAL_RECURSOS_PATRO;SM_CONTRIB_PREV_PATRO;VL_CONTRIB_NORMAIS_PATRO;SM_CONTRIB_EXTRA_PATRO;VL_DEFICIT_EQUACIO_PATRO;VL_SERVICO_PASSADO_PATRO;VL_OUT_FINALIDADES_PATRO;SM_UTILIZA_FUNDOS_PATRO;VL_EXIGENCIA_REGUL_PATRO;VL_DESTINA_RES_ESP_PATRO;SM_TOTAL_RECURSOS_GRUPO;SM_CONTRIB_PREV_GRUPO;SM_CONTRIB_NORMAIS_GRUPO;SM_CONTRIB_EXTRA_GRUPO;SM_DEFICIT_EQUACIO_GRUPO;SM_SERVICO_PASSADO_GRUPO;SM_OUT_FINALIDADES_GRUPO;SM_UTILIZA_FUNDOS_GRUPO;SM_EXIGENCIA_REGUL_GRUPO;SM_DESTINA_RES_ESP_GRUPO;DT_INICIO_VIGENCIA;ID_GRUPO_CUSTEIO_DA;ID_DEMONSTRACAO_ATUARIAL;VL_CONTRIB_NORMAIS_ASSIST;TX_TOT_PERC_CONTRIB_PART;TX_PERC_NORMAIS_PART;TX_TOT_PERC_EXTRA_PART;TX_DEFICIT_EQUACIO_PART;TX_PERC_SER_PAS_PART;TX_PERC_OUT_FINALID_PART;TX_TOT_PERC_CONTRIB_ASSIS;TX_PERC_NORMAIS_ASSIST;TX_TOT_PERC_EXTRA_ASSIST;TX_DEFICIT_EQUACIO_ASSIST;TX_PERC_SER_PAS_ASSIST;TX_PERC_OUT_FINALID_ASSIS;TX_TOT_PERC_CONTRIB_PATRO;TX_PERC_NORMAIS_PATRO;TX_TOT_PERC_EXTRA_PATRO;TX_DEFICIT_EQUACIO_PATRO;TX_PERC_SER_PAS_PATRO;TX_PERC_OUT_FINALID_PATRO
1988000165;2653416;1;38865;18042304.68;18042304.68;18042304.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9021152.34;9021152.34;9021152.34;0;0;0;0;0;0;0;27063457.02;27063457.02;27063457.02;0;0;0;0;0;0;0;;;2653416;0;27.91;27.91;0;0;0;0;0;0;0;0;0;0;13.95;13.95;0;0;0;0
2008004619;2653896;1;38867;31192971.16;31192971.16;31192971.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31192971.16;31192971.16;31192971.16;0;0;0;0;0;0;0;62385942.32;62385942.32;62385942.32;0;0;0;0;0;0;0;;;2653896;0;7;7;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0
2010002083;2654526;1;38869;13670823.36;13670823.36;13670823.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18894193.25;18894193.25;17925172.48;969020.77;0;969020.77;0;0;0;0;32565016.61;32565016.61;31595995.84;969020.77;0;969020.77;0;0;0;0;;;2654526;0;4.28;4.28;0;0;0;0;0;0;0;0;0;0;5.61;5.61;0.3;0;0.3;0
1982003065;2654529;1;38871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29638625.95;29638625.95;0;29638625.95;29638625.95;0;0;0;0;0;29638625.95;29638625.95;0;29638625.95;29638625.95;0;0;0;0;0;;;2654529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.34;18.34;0;0
1979000174;2654677;1;38873;8059961.33;8059961.33;0;8059961.33;8059961.33;0;0;0;0;0;2245178.45;2245178.45;2245178.45;0;0;2245178.45;0;0;0;8059961.33;8059961.33;0;8059961.33;8059961.33;0;0;0;0;0;18365101.11;18365101.11;0;18365101.11;16119922.66;0;2245178.45;0;0;0;;;2654677;0;0;0;6.5;6.5;0;0;0;0;2.65;0;0;2.65;0;0;6.5;6.5;0;0
1987001011;2655105;1;38875;0;0;0;0;0;0;0;0;0;0;288231.12;0;0;0;0;0;288231.12;0;288231.12;0;0;0;0;0;0;0;0;0;0;288231.12;0;0;0;0;0;0;288231.12;0;288231.12;;;2655105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1987001811;2655343;1;38877;0;0;0;0;0;0;0;0;0;0;69695.85;0;0;0;0;0;69695.85;0;69695.85;0;0;0;0;0;0;0;0;0;0;69695.85;0;0;0;0;0;0;69695.85;0;69695.85;;;2655343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1981000992;2655347;1;38879;0;0;0;0;0;0;0;0;0;0;2378608.89;2378608.89;2378608.89;2378608.89;0;0;0;0;0;3518027.55;3518027.55;0;3518027.55;3518027.55;0;0;0;0;0;5896636.44;5896636.44;0;5896636.44;5896636.44;0;0;0;0;0;;;2655347;0;0;0;0;0;0;0;0;0;35.53;35.53;0;0;0;0;0;0;0;0
1994002883;2655351;1;38881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2655351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005001538;2655327;1;38883;2487824.04;2487824.04;2487824.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2487824.04;2487824.04;2487824.04;0;0;0;0;0;0;0;4975648.08;4975648.08;4975648.08;0;0;0;0;0;0;0;;;2655327;0;12.48;12.48;0;0;0;0;0;0;0;0;0;0;12.48;12.48;0;0;0;0
1982000538;2655730;1;38885;29330487.66;29330487.66;29245090.98;85396.68;0;85396.68;0;0;0;0;2531372.28;2531372.28;575376.48;0;575376.48;0;0;0;0;31201086.78;31201086.78;31201086.78;0;0;0;0;0;0;0;63062946.72;63062946.72;62402173.56;660773.16;0;660773.16;0;0;0;0;;;2655730;1955995.8;4.82;4.82;0.01;0;0.01;0;1.55;1.55;0.46;0;0.46;0;4.82;4.82;0;0;0;0
2012001718;2655707;1;38887;3258783.72;3258783.72;3258783.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1255191.56;1255191.56;1255191.56;0;0;0;0;0;0;0;4513975.28;4513975.28;4513975.28;0;0;0;0;0;0;0;;;2655707;0;5.53;5.53;0;0;0;0;0;0;0;0;0;0;2.13;2.13;0;0;0;0
2017000183;2655721;1;38889;3549176.16;3549176.16;3549176.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3306159.32;3306159.32;3306159.32;0;0;0;0;0;0;0;6855335.48;6855335.48;6855335.48;0;0;0;0;0;0;0;;;2655721;0;6.28;6.28;0;0;0;0;0;0;0;0;0;0;5.85;5.85;0;0;0;0
1987001192;2655854;1;38891;0;0;0;0;0;0;0;0;0;0;592665.37;592665.37;313040.38;313040.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592665.37;592665.37;279624.99;313040.38;313040.38;0;0;0;0;0;;;2655854;279624.99;0;0;0;0;0;0;5;5;3.98;3.98;0;0;0;0;0;0;0;0
1987001265;2655882;1;38893;0;0;0;0;0;0;0;0;0;0;2537347.9;2537347.9;1984894.76;1984894.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2537347.9;2537347.9;552453.14;1984894.76;1984894.76;0;0;0;0;0;;;2655882;552453.14;0;0;0;0;0;0;5;5;14.17;14.17;0;0;0;0;0;0;0;0
1994004274;2655884;1;38895;0;0;0;0;0;0;0;0;0;0;160503.62;160503.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160503.62;160503.62;160503.62;0;0;0;0;0;0;0;;;2655884;160503.62;0;0;0;0;0;0;4.9;4.9;0;0;0;0;0;0;0;0;0;0
1988002656;2655886;1;38897;17489.9;0;0;0;0;0;0;17489.9;0;17489.9;324.84;0;0;0;0;0;324.84;0;324.84;17489.9;0;0;0;0;0;0;17489.9;0;17489.9;35304.64;0;0;0;0;0;0;35304.64;0;35304.64;;;2655886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2004001992;2655931;1;38899;1005433.11;1005433.11;1005433.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2434958.86;2434958.86;2434958.86;0;0;0;0;0;0;0;3440391.97;3440391.97;3440391.97;0;0;0;0;0;0;0;;;2655931;0;2.11;2.11;0;0;0;0;0;0;0;0;0;0;5.11;5.11;0;0;0;0
2005000183;2655933;1;38901;5670340.96;5670340.96;5670340.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7101427.01;7101427.01;7101427.01;0;0;0;0;0;0;0;12771767.97;12771767.97;12771767.97;0;0;0;0;0;0;0;;;2655933;0;2.1;2.1;0;0;0;0;0;0;0;0;0;0;2.63;2.63;0;0;0;0
1988002419;2655935;1;38903;1099980.22;1099980.22;1099980.22;0;0;0;0;0;0;0;746791.43;746791.43;0;0;0;0;0;0;0;1099980.22;1099980.22;1099980.22;0;0;0;0;0;0;0;2946751.87;2946751.87;2946751.87;0;0;0;0;0;0;0;;;2655935;746791.43;4.38;4.38;0;0;0;0;3.9;3.9;0;0;0;0;4.38;4.38;0;0;0;0
1999000919;2655937;1;38905;139737565.5;139737565.5;139737565.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84421762.9;84421762.9;84421762.9;0;0;0;0;0;0;0;224159328.4;224159328.4;224159328.4;0;0;0;0;0;0;0;;;2655937;0;9.12;9.12;0;0;0;0;0;0;0;0;0;0;5.51;5.51;0;0;0;0
2006003038;2655972;1;38908;250583.67;250583.67;250583.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277175.23;250254.7;250254.7;0;0;0;0;26920.53;0;26920.53;527758.9;500838.37;500838.37;0;0;0;0;26920.53;0;26920.53;;;2655972;0;7.06;7.06;0;0;0;0;0;0;0;0;0;0;7.05;7.05;0;0;0;0
2005004138;2655967;1;38911;1315405.39;1315405.39;1315405.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933349.36;657702.7;657702.7;0;0;0;0;275646.66;275646.66;0;2248754.75;1973108.09;1973108.09;0;0;0;0;275646.66;275646.66;0;;;2655967;0;5.94;5.94;0;0;0;0;0;0;0;0;0;0;2.97;2.97;0;0;0;0
2006000911;2655974;1;38913;30821391.84;30821391.84;30821391.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61985534.04;61985534.04;61985534.04;0;0;0;0;0;0;0;92806925.88;92806925.88;92806925.88;0;0;0;0;0;0;0;;;2655974;0;5.31;5.31;0;0;0;0;0;0;0;0;0;0;10.67;10.67;0;0;0;0
2010004965;2655978;1;38918;449602.79;449602.79;449602.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461660.34;461660.34;461660.34;0;0;0;0;0;0;0;911263.13;911263.13;911263.13;0;0;0;0;0;0;0;;;2655978;0;2.61;2.61;0;0;0;0;0;0;0;0;0;0;2.68;2.68;0;0;0;0
2009001011;2656108;1;38920;1329193.71;1329193.71;1329193.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1126326.44;1126326.44;1126326.44;0;0;0;0;0;0;0;2455520.15;2455520.15;2455520.15;0;0;0;0;0;0;0;;;2656108;0;4.98;4.98;0;0;0;0;0;0;0;0;0;0;3.92;3.92;0;0;0;0
1990001319;2656161;1;38922;1299382.25;1299382.25;1299382.25;0;0;0;0;0;0;0;790187.23;790187.23;0;0;0;0;0;0;0;2089569.48;2089569.48;2089569.48;0;0;0;0;0;0;0;4179138.96;4179138.96;4179138.96;0;0;0;0;0;0;0;;;2656161;790187.23;6.06;6.06;0;0;0;0;4.5;4.5;0;0;0;0;5.21;5.21;0;0;0;0
1999002083;2656165;1;38925;621297.32;621297.32;621297.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517662.7;469425.16;469425.16;0;0;0;0;48237.54;48237.54;0;1138960.02;1090722.48;1090722.48;0;0;0;0;48237.54;48237.54;0;;;2656165;0;7.26;7.26;0;0;0;0;0;0;0;0;0;0;5.49;5.49;0;0;0;0
2008001474;2656169;1;38931;5375025.04;5375025.04;5375025.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5302125.22;5174227.43;5174227.43;0;0;0;0;127897.79;127897.79;0;10677150.26;10549252.47;10549252.47;0;0;0;0;127897.79;127897.79;0;;;2656169;0;27.36;27.36;0;0;0;0;0;0;0;0;0;0;26.33;26.33;0;0;0;0
2020001918;2656119;1;38933;122820;122820;122820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122820;122820;122820;0;0;0;0;0;0;0;;;2656119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005001074;2656177;1;38935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2300248.1;2300248.1;0;2300248.1;2300248.1;0;0;0;0;0;2300248.1;2300248.1;0;2300248.1;2300248.1;0;0;0;0;0;;;2656177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.22;76.22;0;0
1999001818;2656185;1;38937;327677.48;327677.48;327677.48;0;0;0;0;0;0;0;46534.45;46534.45;0;0;0;0;0;0;0;327677.48;327677.48;327677.48;0;0;0;0;0;0;0;701889.41;701889.41;701889.41;0;0;0;0;0;0;0;;;2656185;46534.45;1.95;1.95;0;0;0;0;0.28;0.28;0;0;0;0;1.95;1.95;0;0;0;0
2005004383;2656189;1;38939;2575626.11;2575626.11;2575626.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3473204.93;3473204.93;3473204.93;0;0;0;0;0;0;0;6048831.04;6048831.04;6048831.04;0;0;0;0;0;0;0;;;2656189;0;2.28;2.28;0;0;0;0;0;0;0;0;0;0;3.07;3.07;0;0;0;0
2009001818;2656193;1;38941;1083178.07;1083178.07;1083178.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1424562.56;1424562.56;1424562.56;0;0;0;0;0;0;0;2507740.63;2507740.63;2507740.63;0;0;0;0;0;0;0;;;2656193;0;4.64;4.64;0;0;0;0;0;0;0;0;0;0;6.11;6.11;0;0;0;0
1999000838;2656392;1;38943;7187632.28;7187632.28;7187632.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5876144.87;5876144.87;5876144.87;0;0;0;0;0;0;0;13063777.15;13063777.15;13063777.15;0;0;0;0;0;0;0;;;2656392;0;4.22;4.22;0;0;0;0;0;0;0;0;0;0;3.45;3.45;0;0;0;0
2008002438;2657001;1;38945;128000;128000;128000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44000;44000;44000;0;0;0;0;0;0;0;172000;172000;172000;0;0;0;0;0;0;0;;;2657001;0;4.34;4.34;0;0;0;0;0;0;0;0;0;0;1.49;1.49;0;0;0;0
1998004783;2657047;1;38947;11810757.14;11810757.14;11810757.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17688672.3;17688672.3;17688672.3;0;0;0;0;0;0;0;29499429.44;29499429.44;29499429.44;0;0;0;0;0;0;0;;;2657047;0;3.62;3.62;0;0;0;0;0;0;0;0;0;0;5.42;5.42;0;0;0;0
1990001947;2657053;1;38949;2447925.26;2447925.26;2447925.26;0;0;0;0;0;0;0;340170.15;340170.15;0;0;0;0;0;0;0;7095488.91;7095488.91;934263.53;6161225.38;6161225.38;0;0;0;0;0;9883584.32;9883584.32;3722358.94;6161225.38;6161225.38;0;0;0;0;0;;;2657053;340170.15;2.07;2.07;0;0;0;0;0.29;0.29;0;0;0;0;0.79;0.79;5.22;5.22;0;0
1989000819;2657547;1;38951;1468567.48;1468567.48;1468567.48;0;0;0;0;0;0;0;594872.69;594872.69;0;0;0;0;0;0;0;2063440.17;2063440.17;2063440.17;0;0;0;0;0;0;0;4126880.34;4126880.34;4126880.34;0;0;0;0;0;0;0;;;2657547;594872.69;6.12;6.12;0;0;0;0;4.8;4.8;0;0;0;0;5.54;5.54;0;0;0;0
