NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QTD_PART_ATIVOS;VR_FOLHA_SAL;QTD_GRUPOS
3126;2679021;2006003811;0;0;1
3126;2679023;2006003747;25;1512213.76;1
3126;2686610;2009000447;293;31724010.11;1
3126;2690135;2006004711;778;54596469.2;1
3126;2690175;1993001492;1273;78605453.03;3
3126;2938927;2021001156;39;2622436.34;1
3161;2664456;1994004118;268;34969247.56;1
3161;2664458;2005005111;687;60817197.35;1
3188;2661586;2010003365;162;5837664.73;1
3188;2665748;2005001211;2333;95003932.27;1
3188;2667544;2010003438;1212;162232778.4;1
3188;2667575;1997002183;0;0;1
3188;2667577;2000007856;200;22617683.92;1
3188;2668237;1996004883;1131;157391414.4;1
3188;2669105;2010003047;144;8811678.07;1
3188;2669215;1998004856;3842;199752903.4;1
3188;2669251;2010000374;100;15239207.1;1
3188;2670401;2003001638;104;4395578.33;1
3188;2670403;2002000719;787;122935359.4;1
3188;2670411;2002000565;313;30875185.25;1
3188;2672460;2009002156;3529;470360815.7;1
3188;2672486;1989000983;4507;186573313.2;1
3188;2673139;2016000538;1525;114799723.1;1
3188;2673165;1998005674;1712;77687610.26;1
3188;2674781;2001000847;2885;83861073.53;1
3188;2674783;2010003292;107;3225369.8;1
3188;2675481;1998006247;711;72011860.7;1
3188;2675491;1999002792;1027;102581698.8;1
3188;2675493;1996001647;172;16377353.98;1
3188;2675499;2010005074;30;2411531.76;1
3188;2675543;1997001047;39979;1690388312;1
3188;2675578;1999003756;1193;95194130.46;1
3188;2677400;2017000574;742;91956192.9;1
3188;2677543;2005000256;384;42830307.52;1
3188;2682856;2017000711;345;106311725.5;1
3188;2682875;2004002174;112874;0;1
3188;2682883;2019000865;700;0;1
3188;2682918;2021003019;336;43468704.5;1
3188;2684353;2007003074;187;6795095.52;1
3188;2684919;2003000283;182;24242237.24;1
3188;2684922;2005006483;182;33525714.43;1
3188;2686566;2010005211;444;52426543.78;1
3188;2686570;2013000456;280;65345925.19;1
3188;2686576;2009002229;214;33384904.8;1
3188;2686582;2019001047;13;0;1
3188;2686586;2003000747;77;0;1
3188;2688241;2012000665;1427;111009166.6;1
3188;2690625;1994002565;33;11597729.13;1
3251;2672442;1995001465;3017;247235282.5;1
3304;2661730;1995002747;8337;212538636.3;1
3304;2661734;2011001838;6718;215729560.9;1
3304;2664746;1995002811;404;50048924.51;1
3321;2689202;1995002992;10059;561394571.4;1
3366;2682924;1995003018;1364;182524723.4;1
3383;2689187;1995003311;4846;293546880;1
3407;2680798;1995003247;1573;170873186;1
3411;2675667;2014001065;192;41681684.2;1
3411;2675669;2016001429;167;30621158.71;1
3411;2675671;2016001356;22;9709403.99;1
3411;2675673;2006000292;676;113458534.5;1
3438;2651423;2007003856;64;4090880.16;1
3438;2659391;2009002083;356;31673420.64;1
3438;2662219;2007001111;495;57103959.36;1
3438;2662225;2020003392;88;19737406.68;1
3438;2662233;2016002018;44;6546371.28;1
3438;2662239;1999001011;3080;95895819;1
3438;2662243;1999001656;1179;84138146.64;1
3438;2662245;2009003519;2476;161061620;6
3438;2662247;2000003011;3228;155595937.8;1
3438;2663821;2021002047;146;6155876.28;1
3438;2665716;2002002118;24;1970126.73;1
3438;2665752;2013001983;76;16411540.68;1
3438;2665756;2001002092;537;34221476.12;1
3438;2665760;2005003638;3010;126100860;2
3438;2667515;2002002029;23;2364236.42;1
3438;2667551;2000005111;328;13577350.32;1
3438;2667557;2000001238;11;164515;1
3438;2667559;2000001092;0;0;1
3438;2667561;2000000118;0;0;1
3438;2669123;2020002183;296;30079079.81;1
3438;2669195;2006000438;98;6528703.92;1
3438;2670361;1989001238;111;12402692.28;1
3438;2671307;2021002438;3085;237817438;1
3438;2672413;2008003256;168;23774831.86;1
3438;2677549;2010005465;8;1800993.35;1
3438;2677557;2005002992;2024;172146038.4;1
3438;2677563;1999001729;4493;210746866;1
3438;2682969;2012000347;516;20182288;2
3438;2685139;2002000956;1379;202353367;1
3438;2686642;2005006556;510;30691849.88;1
3438;2690418;2007001438;596;0;1
3472;2688798;1984001183;16070;1763376743;5
3472;2689597;1988001374;13346;1357892085;1
3486;2670309;1996002074;2106;325119225;1
3527;2686295;2020001365;1073;146699862.7;1
3527;2688246;2020001756;522;0;1
3527;2688330;1996002619;1327;224356908;3
3531;2672428;1996003038;5862;169616036;2
3558;2688301;1996003992;819;79187820.14;1
3575;2709070;1996004247;680;8018690.84;1
3592;2683060;2006005911;4658;411314728;1
3602;2682848;2011001692;37521;1243962886;1
3602;2682850;2020002965;349;0;1
3602;2683026;1979000638;5818;367404575;1
3602;2683028;2009000511;4838;246916608.1;1
3647;2653408;1997001829;208;5465945.4;1
3678;2656119;2020001918;77;0;1
3678;2656161;1990001319;194;21098605.82;1
3678;2656165;1999002083;62;9266485.55;2
3678;2656169;2008001474;1486;109468204.9;5
3678;2657547;1989000819;171;22389648.68;1
3678;2683435;2005002038;0;0;1
3678;2684881;2010001818;6;590207.28;1
3811;2657047;1998004783;2119;326406521.1;1
3825;2694865;2016000147;622;57441556.9;1
3825;2694883;2001001118;814;74407166.88;1
3825;2694888;1993001956;1647;40830345.01;2
3825;2694890;1997000229;10868;1005588533;3
3825;2694892;1989001874;5271;338588027;2
3825;2694894;1988003318;20;0;1
3825;2694898;1993001638;5539;204309285.1;1
3825;2694900;2005004774;7749;490844791;2
3825;2694902;1994000783;19;529031.62;1
3825;2694904;1996001574;417;26834540;1
3825;2694906;1998001156;3171;205863212.9;16
3825;2694908;1998001083;546;40263633;1
3825;2694910;1998004619;253;11525352.8;1
3825;2694912;1995001929;2901;127273608;1
3825;2694914;1981000674;132;7167354.09;1
3825;2694916;1988002265;793;39122569;1
3825;2694918;2007003619;1147;207394686.5;1
3825;2694920;1999005074;1474;63541812.1;1
3825;2697286;1988002192;9;0;1
3825;2697290;1997003783;4130;269679110;6
3825;2697295;2020003211;648;70926535.81;1
3825;2710921;1989001092;2115;203322328.2;1
3825;2710923;2004000211;274;22487519.6;1
3839;2657553;2009001583;113;11219743.08;1
3839;2657801;1998004929;10471;771919164.1;1
3861;2661728;1993001719;8421;448069671;3
3887;2670331;1999004965;1188;179872197;1
3928;2670353;1999001265;6804;254528531.8;1
3945;2689651;1999002318;1947;327530833.3;3
4011;2682846;2014001456;828;7400821.21;1
4011;2683018;2000002129;2;27937.2;1
4011;2683022;2000002218;4;0;1
4011;2683030;2000002056;0;0;1
4039;2689556;2000004229;6896;443357987;1
4042;2694797;2000004792;1479;181361925.8;1
4087;2688822;2007000156;4371;365245055.5;1
4091;2676253;2002001529;3;126723.22;1
4091;2676261;2004002492;2868;433934459.8;2
4101;2675893;2002001847;11343;1019578819;1
4114;2694317;2002004129;47913;898771184;1
4128;2682934;1995003565;1801;56656419.95;1
4131;2677567;1986000419;0;0;1
4131;2677569;1993001018;0;0;1
4131;2677571;1998006311;116;3736365.72;1
4131;2677597;1998006719;65;2229321.48;1
4131;2677601;2006006665;160;6238328.64;1
4131;2677605;2011001511;102;13303060.8;1
4131;2682946;1981000811;156;41425683;1
4131;2682948;1987000374;7;321920.43;1
4131;2682950;1989001165;0;0;1
4131;2682952;2002000247;20;747593;1
4131;2682954;2008004211;63;0;1
4131;2682956;2008004392;16;446758;1
4131;2682960;2008004465;284;14757569.52;1
4131;2682964;2008004538;275;2752176;1
4131;2694319;2008003418;54;6474040.8;1
4131;2694662;2017000647;9072;414109945.4;1
4181;2672426;2004000147;1240;156053058.6;1
4203;2670319;2000001319;20;354707.73;1
4203;2672458;2004000929;9;477656;1
4203;2676195;2020002711;143;0;1
4203;2682936;2000006574;8149;491637672.1;1
4203;2682962;2000001556;46;1095916.12;1
4203;2732334;2000002838;665;72354364.47;1
4217;2682816;2011002419;624;0;1
4217;2682818;2010004183;39;0;1
4217;2682820;2012001238;94;0;1
4217;2688342;2021003329;216;24809699.72;1
4217;2688344;2006004638;1362;144474526;1
4217;2688782;2022000919;28;10706878.91;1
4217;2690163;1997000792;2;0;1
4217;2690406;2022000374;25;6181268.21;1
4221;2601637;2005000892;727;50793768.87;1
4221;2601648;2006004247;725;0;1
4221;2601657;2012001629;2129;0;1
4221;2601664;2012001874;1259;0;1
4221;2614974;2015001883;106;0;1
4234;2682842;2004002956;8628;0;1
4248;2664738;2000001718;15;1512620.72;1
4248;2664740;2009000838;8123;845052924;1
4248;2666894;2011001919;5706;820472003;1
4279;2670946;2004002711;81284;0;1
4279;2670950;2016001992;75571;0;1
4279;2670954;2018000111;187;0;1
4282;2710887;2004003065;11215;0;1
4296;2874549;2005002111;37;0;1
4311;2694713;1997002256;14;0;1
4311;2713019;2005002747;47;3772778.1;1
4368;2688218;2005004211;51486;0;1
4371;2721297;2005004911;22720;0;1
4385;2692048;2005006311;211;31370806.56;1
4412;2692410;2006001329;7391;0;1
4443;2672378;2006007165;2093;196522796.1;1
4443;2672430;1988000947;0;0;1
4443;2672432;1998002292;207;26679407.8;3
4443;2683123;1982002018;723;43405400.61;3
4461;2692042;2006005065;17545;0;1
4474;2713595;2006005774;4117;0;1
4501;2682838;2007002183;236;0;1
4515;2678751;2007003538;3740;0;1
4529;2688375;2008002365;1255;57970932.1;1
4532;2678777;2008004856;157;29168228.27;1
4546;2690422;2009000919;312;64159795.7;1
4577;2690410;2008003892;1194;0;1
4577;2690412;2010001974;140;0;1
4581;2655937;1999000919;17939;1757000833;1
4594;2683198;1989001629;0;0;1
4594;2683200;2009003683;2093;258717028.7;3
4604;2654526;2010002083;3749;319750431.4;1
4618;2677347;2009002474;1744;0;1
4621;2682824;2010002318;111;0;1
4621;2682826;2010005392;1428;0;1
4621;2682828;2011001765;635;0;1
4635;2682995;2011000947;4720;311086039.6;1
4649;2688194;2010003756;4321;408792791;4
4652;2674528;2010004329;253;0;1
4652;2674539;2010004574;10500;0;1
4652;2686620;2019001438;71;0;1
4666;2682997;2011000629;23837;1192914705;1
4683;2692075;1990001165;2646;766152133.9;1
4707;2694672;2013000138;18022;2152053824;1
4707;2694676;2013000219;10400;833781680.4;1
4707;2694678;2013002092;7061;616995965.4;1
4707;2694683;2018001329;467;89651671.33;1
4707;2694690;2019003856;217;41984906.86;1
4707;2694701;2020002647;159;23709067.46;1
4707;2716859;2018001892;1175;70902905;16
4707;2716878;2020000474;396;48875888.75;1
4711;2689554;2008001938;6463;0;1
4711;2690123;2008002047;2084;0;1
4711;2690127;2014000638;520;0;1
4711;2690131;2018000519;320;42138511.32;1
4711;2690139;2019003538;1367;83107365.48;1
4724;2677575;2013000383;99381;7989532725;1
4724;2677577;2013000618;2879;880557037;1
4741;2669191;2013001738;28726;3457370211;1
4755;2712794;2014000311;4798;256856934.6;1
4755;2712800;2015001247;885;14385737.73;1
4755;2776790;2020002574;18;764456.55;4
4769;2666811;2015000429;1852;316404640.2;1
4769;2688264;2021001083;2;17122.82;1
4791;2688372;2016001283;2286;186210247.3;1
4791;2694737;2020001047;6;110838.36;1
4801;2694183;2016001518;2629;16706725.36;1
4813;2675887;2017000965;1209;67842628.94;1
4831;2657808;1998003647;2400;170580055.6;1
4831;2657811;1998006565;68;6473025;1
4831;2658577;2005005274;611;37917178.52;1
4831;2658579;2019001829;7667;653545576.1;1
4831;2659926;1988002729;0;0;1
4831;2665766;1974000583;1;230074;1
4831;2667549;1981000283;81;3401362.09;1
4861;2682916;2019000474;2905;262134400.9;1
4875;2682904;2020002329;161;51845348.75;1
4889;2660170;2016001747;9;555539;1
4889;2663856;2021000729;187;36803490;1
4889;2663860;2016001674;57;6953491;1
4892;2684413;2021002829;32;5320916.25;1
4892;2688346;2021000583;280;80089564.36;1
4947;2664748;1996003747;3593;45136567.68;1
