NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QTD_PART_ATIVOS;VR_FOLHA_SAL;QTD_GRUPOS
2258;2685231;1994003138;179;35419093;1
2258;2685233;2008000729;273;12556103;1
2258;2686713;2003003029;2571;189845123.2;1
2258;2688304;2019003211;80;5944028;1
2258;2688778;2014001529;235;17274062.28;1
2258;2688792;2012001092;2504;229948425.1;2
2258;2688818;2014000247;2805;153921909;1
2258;2689111;2010001338;106;6154411;1
2258;2689145;1993000992;276;65712278;1
2258;2689149;2007000611;395;51844457;1
2258;2689560;1992000565;171;36464955.84;1
2258;2689619;2000006019;113;10096981.57;1
2258;2707678;2000004156;314;22452744;1
2258;2707688;2019002256;591;118009798.9;1
2258;2707690;1998005356;2161;130383868.4;1
2258;2707694;1994001429;890;35798347.2;1
2258;2707700;1996001329;376;35723313.6;3
2258;2712784;2021000974;2054;194444514;2
2258;2713639;2019001756;387;26516000;1
2258;2717537;1993003811;573;109568589.1;1
2258;2718289;2007002418;90;21087336.4;1
2292;2672468;1990002129;152;7208182;1
2292;2672470;1998002756;3997;326437562;1
2292;2682864;2016000392;3191;194575622.5;1
2292;2682868;2018002538;417;62716415.52;1
2292;2689169;1998002829;121;12738307;1
2302;2668540;1988002011;60;2863716;1
2302;2668546;1988000483;17614;1098011418;1
2302;2668550;1988000319;407;18188252;1
2316;2684810;2015001311;2176;346757681.9;2
2316;2685209;1979000719;9;777959.91;1
2316;2685213;2015001492;443;0;2
2333;2677581;1992001065;2043;147830044;1
2333;2694731;2019000938;1219;115856676.7;1
2395;2668536;1994001811;6224;617397950;1
2484;2655931;2004001992;585;48663331.6;1
2484;2655933;2005000183;5924;281384552.5;1
2511;2676265;1992001529;24531;1998668916;1
2525;2682860;2020002256;19;1696048.51;1
2525;2683048;1974000265;325;71664820.89;1
2525;2683050;1974000338;1;0;1
2525;2683054;1979004511;128;22100869.83;1
2525;2683058;2009003756;919;210454908;1
2556;2670958;2018001574;314;0;1
2556;2670962;1993000119;1256;156121541.6;1
2556;2670964;1998007618;6669;829383341.1;1
2561;2679025;1999000447;668;61493245.59;1
2561;2692083;2014001219;1204;172417224.2;1
2659;2688255;2000002447;3538;537860668.5;1
2659;2694659;1995001783;3;655467.54;1
2693;2688378;1993000811;3678;130969484.6;1
2721;2688392;2004002018;14618;460756881.6;1
2796;2682832;2015001174;4535;485215220;1
2796;2690653;1993002529;3296;258600493.3;1
2811;2672456;1993002774;3453;231238349.4;1
2823;2663346;1994000538;7427;634349205.5;1
2823;2663348;1994000465;8742;544575179;1
2841;2688336;2005004529;777;0;1
2841;2688355;1993003592;4;789776.91;1
2841;2694777;2005004611;2231;406938271.1;1
2854;2672418;2011000319;450;39795107.5;1
2854;2672480;1995002518;3;184575.42;1
2909;2647912;2010004711;0;0;1
2909;2648156;2016000465;779;104517303.9;4
2909;2653077;1993003411;4791;658179699.8;18
2912;2662675;2005006711;15499;1142016652;1
2912;2662711;1993003738;124;8417227;1
2931;2666863;1994000211;16381;701549117;1
2991;2689589;1994002492;2736;198299192;2
2991;2689605;1985000547;1029;32981541;1
3006;2727356;1994002174;4;1856697.84;1
3023;2649999;1979003718;68;2649868.28;1
3037;2683127;1994001119;545;63646472;1
3085;2673195;2000007074;158;12660264.36;1
3099;2666871;1994003065;0;0;1
3099;2666879;1997000318;1;0;1
3099;2678797;1994004411;0;0;1
3099;2678799;1996002392;0;0;1
3126;2663837;2006003992;2642;141747519;1
3126;2667509;2006001183;1240;90908887.29;1
3126;2667537;2021001318;36;3303909.84;1
3126;2667547;1994001674;0;0;1
3126;2678791;1997000938;1097;92217655.95;1
3126;2678795;2001001983;450;18724317.24;2
3126;2678809;2006004011;1108;162236522.1;1
3126;2678979;2005005811;660;111171253;1
3126;2678983;2008000192;2951;457763671.2;4
3126;2678987;2018000756;337;19033601.28;1
3126;2679000;1994002956;1920;227855159.9;1
3126;2679005;1997001918;1961;139155153.4;2
3126;2679009;2008001229;2371;199042793.4;1
3126;2679013;1999002611;222;51668266;1
3126;2679015;1993002219;1677;158049884.9;1
