NU_CNPB_PLANO_DA;ID;ORIGEM;ID_RESULTADO_PLANO;VL_RESULTADO_EXERCICIO;VL_DEFICIT_TECNICO;VL_SUPERAVIT_TECNICO;VL_RESERVA_CONTINGENCIA;VL_RESERVA_ESPECIAL;ID_DEMONSTRACAO_ATUARIAL
1979000247;3329739;1;23765;9698955.71;0.00;209175954.25;209175954.25;0.00;3329739
2010003292;3330074;1;23771;-5535605.01;482208.58;0.00;0.00;0.00;3330074
2010001818;3330427;1;23773;0.00;0.00;0.00;0.00;0.00;3330427
1983000183;3330429;1;23774;-32211641.27;0.00;8469093.33;8469093.33;0.00;3330429
2021003418;3330431;1;23775;0.00;0.00;0.00;0.00;0.00;3330431
2009000919;3330433;1;23776;4745708.65;4745708.65;0.00;0.00;0.00;3330433
1986000583;3330435;1;23777;0.00;0.00;0.00;0.00;0.00;3330435
1993001719;3331086;1;23778;1197882.90;0.00;4209909.87;2158667.33;2051242.54;3331086
2005001211;3331092;1;23779;-171012.79;0.00;484032.38;484032.38;0.00;3331092
1985001111;3331095;1;23780;4363919.65;0.00;21174460.38;21174460.38;0.00;3331095
1988000947;3331419;1;23781;6350843.57;0.00;36453389.97;24982382.01;11471007.96;3331419
1998002292;3331429;1;23782;2278153.11;0.00;20356826.95;15904558.76;4452268.19;3331429
2005000256;3331437;1;23784;1568824.66;4128455.50;0.00;0.00;0.00;3331437
1990001319;3331451;1;23785;32399960.08;0.00;3589406.03;3589406.03;0.00;3331451
2008001474;3331455;1;23786;46236.25;0.00;163133.44;0.00;163133.44;3331455
2005001074;3331465;1;23787;-318503.16;5180323.09;0.00;0.00;0.00;3331465
1996004883;3331664;1;23788;46169594.22;5830432.62;0.00;0.00;0.00;3331664
2005003883;3331668;1;23790;0.00;0.00;0.00;0.00;0.00;3331668
1979001219;3331972;1;23791;70510509.53;0.00;256663602.18;179793851.52;76869750.66;3331972
2001002483;3331974;1;23792;925722.01;0.00;925722.01;925722.01;0.00;3331974
2008000192;3331976;1;23793;19153618.88;0.00;14245721.51;6348714.63;7897006.88;3331976
1998003418;3331988;1;23795;-15282.77;0.00;679044.54;319747.18;359297.36;3331988
1982000538;3331990;1;23796;18765583.18;53079019.61;0.00;0.00;0.00;3331990
1979001138;3332219;1;23797;-129037.78;0.00;46332876.64;11922984.72;34409891.92;3332219
1995002747;3332398;1;23799;20248948.58;0.00;27160598.02;27160598.02;0.00;3332398
1995002811;3332400;1;23800;108167.59;0.00;108167.59;108167.59;0.00;3332400
2011001838;3332402;1;23801;2141614.20;0.00;2348910.14;385715.86;1963194.28;3332402
1989000819;3332404;1;23802;9055157.13;0.00;5033006.83;5033006.83;0.00;3332404
1981001174;3332406;1;23803;3167900.50;0.00;18059395.72;18059395.72;0.00;3332406
1978000456;3332735;1;23805;13330656.73;0.00;15543383.45;15543383.45;0.00;3332735
1971000183;3332737;1;23806;-33537289.21;1345289898.19;0.00;0.00;0.00;3332737
2002000311;3332739;1;23807;53409807.59;0.00;5098361.98;5098361.98;0.00;3332739
1998006174;3332741;1;23808;-24287.45;0.00;2103582.14;2103582.14;0.00;3332741
1979002118;3332743;1;23809;33629467.34;78002783.56;0.00;0.00;0.00;3332743
1994000211;3332747;1;23810;228653.64;0.00;1981061.31;1981061.31;0.00;3332747
1988000718;3332749;1;23811;-24695080.31;0.00;126973746.33;108093928.09;18879818.24;3332749
1998000818;3332751;1;23812;-1010706.35;3950285.80;0.00;0.00;0.00;3332751
1998000974;3332753;1;23813;-1516168.43;384519.70;0.00;0.00;0.00;3332753
1999002865;3332755;1;23814;7884325.74;0.00;11950045.43;0.00;11950045.43;3332755
1999002938;3332757;1;23815;33941340.77;0.00;64960529.82;8077200.29;56883329.53;3332757
1985001438;3332765;1;23816;113352367.10;0.00;113352367.10;34574117.66;78778249.44;3332765
2006001892;3332767;1;23817;0.00;0.00;0.00;0.00;0.00;3332767
1982002883;3332771;1;23818;3130156.02;0.00;8983211.65;8983211.65;0.00;3332771
2014001383;3332773;1;23819;1667887.70;9908573.14;0.00;0.00;0.00;3332773
1994001518;3332777;1;23821;930797.54;996352.42;0.00;0.00;0.00;3332777
1982002719;3332779;1;23822;3464183.00;0.00;8942043.43;8942043.43;0.00;3332779
1992000956;3332781;1;23823;879974.60;0.00;4577586.63;1711252.88;2866333.75;3332781
2000007856;3332783;1;23824;2208875.98;0.00;10198701.07;5164877.37;5033823.70;3332783
1999002083;3332785;1;23825;93060.61;0.00;294005.46;0.00;294005.46;3332785
1991001411;3333524;1;23830;13412698.75;9469976.69;0.00;0.00;0.00;3333524
1980000956;3333528;1;23831;151518266.08;0.00;197023516.45;197023516.45;0.00;3333528
1987001011;3334122;1;23833;5145801.15;0.00;29011580.73;15323401.50;13688179.23;3334122
1987001192;3334124;1;23834;395732.74;6542762.16;0.00;0.00;0.00;3334124
1987001265;3334126;1;23835;9749423.13;0.00;1443373.79;1443373.79;0.00;3334126
1987001811;3334128;1;23836;103417.67;0.00;9739020.34;6036824.85;3702195.49;3334128
1988002656;3334130;1;23837;700637.61;0.00;9979971.69;1170120.06;8809851.63;3334130
1999000218;3334132;1;23838;77107.43;67178.85;0.00;0.00;0.00;3334132
2005004383;3334136;1;23839;1414416.40;0.00;1255860.09;1223307.55;32552.54;3334136
2006003038;3334140;1;23840;416269.50;0.00;480541.33;55811.52;424729.81;3334140
2001000383;3334148;1;23841;0.00;0.00;0.00;0.00;0.00;3334148
1996003038;3334152;1;23842;-101232.45;0.00;262801.49;262801.49;0.00;3334152
1994004274;3334164;1;23844;185415.55;0.00;1749465.27;1749465.27;0.00;3334164
2008004465;3334170;1;23845;0.00;0.00;0.00;0.00;0.00;3334170
1999000447;3334174;1;23846;15806293.46;22132408.66;0.00;0.00;0.00;3334174
2014001219;3334176;1;23847;0.00;0.00;0.00;0.00;0.00;3334176
1988000874;3334180;1;23848;0.00;0.00;0.00;0.00;0.00;3334180
1986000818;3334188;1;23849;-1676216.29;86432343.22;0.00;0.00;0.00;3334188
2009002938;3334448;1;23850;0.00;0.00;0.00;0.00;0.00;3334448
2006001574;3334450;1;23851;9999208.56;0.00;0.00;0.00;0.00;3334450
2000005683;3334452;1;23852;101981.82;0.00;0.00;0.00;0.00;3334452
1987000447;3334456;1;23853;39899840.80;10250375.75;0.00;0.00;0.00;3334456
1979002665;3334463;1;23854;20731866.60;0.00;85094104.88;85094104.88;0.00;3334463
2002000638;3334465;1;23855;-74452247.43;0.00;60480074.15;45114329.18;15365744.97;3334465
2002004692;3334467;1;23856;-10511551.04;0.00;6527113.65;5396060.41;1131053.24;3334467
1997002711;3334663;1;23857;3980885.41;214676642.97;0.00;0.00;0.00;3334663
1993000119;3334667;1;23858;3601553.27;166202225.37;0.00;0.00;0.00;3334667
1997002892;3334671;1;23859;167133287.66;2037781652.41;0.00;0.00;0.00;3334671
1998007618;3334675;1;23860;-7922995.38;0.00;17493783.73;17493783.73;0.00;3334675
1994003065;3334679;1;23861;-6680771.71;27314418.15;0.00;0.00;0.00;3334679
1994004411;3334683;1;23862;-8379.38;525759.47;0.00;0.00;0.00;3334683
1997000318;3334691;1;23864;8738973.59;1224143.90;0.00;0.00;0.00;3334691
1994001811;3334699;1;23865;5219755.15;0.00;11161577.52;11161577.52;0.00;3334699
2000001718;3334707;1;23866;24454391.27;0.00;83728116.03;83728116.03;0.00;3334707
2009000838;3334711;1;23867;0.00;0.00;0.00;0.00;0.00;3334711
2011001919;3334715;1;23868;2275532.35;0.00;9549864.41;3643704.45;5906159.96;3334715
2010002474;3334729;1;23869;43234181.07;92869222.61;0.00;0.00;0.00;3334729
1986000192;3334906;1;23871;5441230.57;0.00;20895041.96;20895041.96;0.00;3334906
1996002211;3334908;1;23872;-77677806.13;0.00;39675079.94;28801997.20;10873082.74;3334908
1997000474;3334910;1;23873;16745141.71;0.00;98658669.83;41549866.35;57108803.48;3334910
2000000411;3334912;1;23874;166683.46;0.00;1665400.28;457053.11;1208347.17;3334912
2008000974;3334914;1;23875;0.00;0.00;0.00;0.00;0.00;3334914
2009003292;3334916;1;23876;317339.65;0.00;61576.97;61576.97;0.00;3334916
2011000556;3334920;1;23878;55094912.46;0.00;5295261.00;5295261.00;0.00;3334920
2008004392;3334941;1;23879;0.00;0.00;0.00;0.00;0.00;3334941
2005006483;3335042;1;23882;1491889.06;0.00;68574.23;68574.23;0.00;3335042
1989001629;3335048;1;23883;1000484.17;0.00;301161.25;301161.25;0.00;3335048
2009003683;3335050;1;23884;110996156.04;0.00;13938.33;13938.33;0.00;3335050
1988002011;3335196;1;23885;45946439.65;0.00;61720523.96;61720523.96;0.00;3335196
1988000483;3335198;1;23886;637067.28;0.00;5290730.12;3714179.06;1576551.06;3335198
1988000319;3335200;1;23887;5533540.95;0.00;11755419.24;11755419.24;0.00;3335200
1991001274;3335763;1;23889;2667316.70;0.00;968343.16;968343.16;0.00;3335763
1980001774;3335765;1;23890;10499056.34;5536192.94;0.00;0.00;0.00;3335765
1988000165;3335767;1;23891;1879173.32;3428008.19;0.00;0.00;0.00;3335767
1988001838;3335769;1;23892;29826516.07;128025473.75;0.00;0.00;0.00;3335769
1996002856;3335771;1;23893;6411805.86;0.00;24301443.78;7270393.76;17031050.02;3335771
1995002992;3335775;1;23894;1545095.63;0.00;189629.16;189629.16;0.00;3335775
1999002792;3335779;1;23895;28609614.33;0.00;28609614.33;4931280.45;23678333.88;3335779
1979002592;3335783;1;23896;375445.34;0.00;3422253.72;1791972.86;1630280.86;3335783
1996002929;3335787;1;23897;73168171.38;0.00;200595176.47;162457758.53;38137417.94;3335787
1980000492;3335795;1;23899;145577927.31;0.00;1257357613.56;547571046.74;709786566.82;3335795
2011000874;3335799;1;23900;9697914.51;0.00;91257671.37;85325926.15;5931745.22;3335799
1999002474;3335803;1;23901;6086917.57;0.00;11207621.73;11207621.73;0.00;3335803
2017000647;3336195;1;23906;0.00;0.00;0.00;0.00;0.00;3336195
1979003629;3336494;1;23910;-11154703.63;153517239.28;0.00;0.00;0.00;3336494
2011000165;3336496;1;23911;7140.22;23602.34;0.00;0.00;0.00;3336496
2010003438;3336500;1;23912;1230463.22;0.00;1230768.27;1230768.27;0.00;3336500
1998003019;3336504;1;23914;5930525.59;0.00;27584645.75;27584645.75;0.00;3336504
2013000383;3336506;1;23915;0.00;0.00;0.00;0.00;0.00;3336506
1980002274;3336712;1;23916;14561838.55;87179683.80;0.00;0.00;0.00;3336712
2011000947;3336720;1;23917;0.00;0.00;0.00;0.00;0.00;3336720
2011000629;3336726;1;23918;1002627.92;0.00;3109258.74;3109258.74;0.00;3336726
2013001738;3336728;1;23919;0.00;0.00;0.00;0.00;0.00;3336728
1996004174;3336730;1;23920;25360700.00;0.00;32256433.41;14558758.50;17697674.91;3336730
2010000374;3336732;1;23921;-1688850.71;0.00;1176790.99;561641.04;615149.95;3336732
2003001638;3336734;1;23922;5827390.94;0.00;5827390.94;5472903.11;354487.83;3336734
1988001129;3336736;1;23923;51170217.52;0.00;623289316.85;594315086.86;28974229.99;3336736
1995001465;3336738;1;23924;2184301.16;0.00;22756318.48;19481261.56;3275056.92;3336738
2020001438;3336783;1;23926;-28419330.76;0.00;111631954.08;111631954.08;0.00;3336783
1973000156;3336787;1;23927;-836876010.27;0.00;1787341611.60;1452720874.57;334620737.03;3336787
1995002356;3336791;1;23928;3419111.21;0.00;7202057.72;3279756.04;3922301.68;3336791
2002000565;3336801;1;23930;6826594.85;296816.48;0.00;0.00;0.00;3336801
1988003156;3336926;1;23931;2258813.18;3520172.23;0.00;0.00;0.00;3336926
1995003018;3337181;1;23932;73840.18;0.00;472968.94;472968.94;0.00;3337181
1982003065;3337183;1;23933;22346638.37;48572481.49;0.00;0.00;0.00;3337183
2010002083;3337185;1;23934;1889585.99;0.00;12289896.80;449883.39;11840013.41;3337185
1996002074;3337398;1;23935;-38489.68;0.00;182362.81;182362.81;0.00;3337398
2013000618;3337404;1;23936;0.00;0.00;0.00;0.00;0.00;3337404
1999003829;3337409;1;23937;-58456.28;44215.07;0.00;0.00;0.00;3337409
1995000183;3337413;1;23938;-406076.26;0.00;66523.90;66523.90;0.00;3337413
2008001792;3337419;1;23939;1058894.35;0.00;3353749.15;3353749.15;0.00;3337419
2008000338;3337423;1;23940;-3678.76;0.00;110808.30;110808.30;0.00;3337423
2007002256;3337427;1;23941;-114045.21;114045.21;0.00;0.00;0.00;3337427
1992000492;3337435;1;23942;7385687.46;0.00;6187892.03;6187892.03;0.00;3337435
2006000683;3337443;1;23943;2284550.48;0.00;5433420.59;4937745.05;495675.54;3337443
2005002747;3337455;1;23944;399947.15;0.00;399947.15;399947.15;0.00;3337455
1993002847;3337459;1;23945;117700.17;0.00;117700.17;95637.93;22062.24;3337459
1990000819;3337463;1;23946;-4152122.78;0.00;2855349.30;2855349.30;0.00;3337463
2001000618;3337467;1;23947;78344.85;104957.06;0.00;0.00;0.00;3337467
2015000518;3337471;1;23948;0.00;0.00;0.00;0.00;0.00;3337471
2005005411;3337480;1;23950;159869.91;0.00;3133669.01;1746439.10;1387229.91;3337480
1998002365;3337484;1;23951;6814.15;0.00;49500.62;39308.01;10192.61;3337484
2003000283;3337488;1;23952;492863.60;0.00;3637573.36;2030525.81;1607047.55;3337488
2007000547;3337898;1;23954;103433.03;0.00;388747.73;252898.78;135849.95;3337898
1990000118;3337900;1;23955;66643.46;80984.45;0.00;0.00;0.00;3337900
1996002465;3337902;1;23956;-3495676.53;3495676.53;0.00;0.00;0.00;3337902
2000004156;3337904;1;23957;0.00;0.00;0.00;0.00;0.00;3337904
1980001618;3337912;1;23958;85243419.92;124842438.03;0.00;0.00;0.00;3337912
1999000765;3337914;1;23959;0.00;0.00;0.00;0.00;0.00;3337914
2012001092;3337918;1;23961;44331.66;47837.15;0.00;0.00;0.00;3337918
1999003756;3337920;1;23962;-502889.55;0.00;2404001.75;2404001.75;0.00;3337920
1998007774;3337922;1;23963;60464457.43;0.00;199982542.21;199982542.21;0.00;3337922
1993003029;3337930;1;23965;0.00;0.00;0.00;0.00;0.00;3337930
1994001429;3337932;1;23966;1770982.06;0.00;1212576.56;1212576.56;0.00;3337932
2005005347;3337934;1;23967;161535.56;0.00;840438.30;547739.47;292698.83;3337934
2019001365;3337938;1;23968;205518.23;0.00;785355.75;769848.62;15507.13;3337938
1996001329;3337940;1;23969;-18271.57;0.00;40985.10;40985.10;0.00;3337940
1992000565;3337942;1;23970;369007.85;2101303.02;0.00;0.00;0.00;3337942
2012001319;3337946;1;23971;64618.74;0.00;64618.74;28704.36;35914.38;3337946
1994001747;3337948;1;23972;0.00;0.00;0.00;0.00;0.00;3337948
1978000383;3337958;1;23974;6634133.12;0.00;11624531.86;8592841.40;3031690.46;3337958
1978000219;3337960;1;23975;5212449.33;0.00;4949840.91;4949840.91;0.00;3337960
2006003429;3337962;1;23976;33649727.49;0.00;127657281.96;120348458.51;7308823.45;3337962
2002001847;3337964;1;23977;766889.14;0.00;1896800.62;1896800.62;0.00;3337964
2000006019;3337966;1;23978;76988.59;0.00;76988.59;76988.59;0.00;3337966
2022001656;3338674;1;23980;5751651.42;0.00;32764528.07;32764528.07;0.00;3338674
2022001729;3338678;1;23982;2483114.74;0.00;7960796.75;7960796.75;0.00;3338678
1994003138;3338682;1;23983;417399.29;0.00;417399.29;417399.29;0.00;3338682
2006007556;3338686;1;23984;-551339740.32;0.00;759745998.97;759745998.97;0.00;3338686
1990000983;3338692;1;23985;-2302127.68;364512.89;0.00;0.00;0.00;3338692
2003003029;3338698;1;23986;468794.47;0.00;2782488.53;1289788.55;1492699.98;3338698
1999001818;3338706;1;23987;1818507.02;0.00;2023695.40;2023695.40;0.00;3338706
1992001529;3338714;1;23989;0.00;0.00;0.00;0.00;0.00;3338714
1991002483;3338722;1;23990;5738311.91;2913651.21;0.00;0.00;0.00;3338722
1980001911;3338726;1;23991;128439451.75;0.00;573694581.37;306543162.88;267151418.49;3338726
1998005992;3338730;1;23992;363476.78;0.00;1725211.30;595064.21;1130147.09;3338730
1998006018;3338734;1;23993;396686.40;0.00;2020891.60;1475154.89;545736.71;3338734
1993002529;3338738;1;23994;171907.83;0.00;171907.83;171907.83;0.00;3338738
2000001556;3338740;1;23995;15379042.87;0.00;42789811.69;42789811.69;0.00;3338740
1984000111;3338746;1;23996;13339145.49;0.00;37014095.31;37014095.31;0.00;3338746
2022000765;3338752;1;23997;23681461.48;0.00;52123795.69;52123795.69;0.00;3338752
2022001818;3338756;1;23998;4284445.98;0.00;17123615.05;15134489.60;1989125.45;3338756
1979005583;3338764;1;23999;0.00;0.00;0.00;0.00;0.00;3338764
2007001519;3339193;1;24000;-234668072.77;998983284.58;0.00;0.00;0.00;3339193
2000002056;3339221;1;24002;4041881.73;0.00;4041881.73;3856454.23;185427.50;3339221
2000002129;3339225;1;24003;6537313.34;0.00;6537313.34;365889.49;6171423.85;3339225
2000002218;3339233;1;24006;-536993.37;536993.37;0.00;0.00;0.00;3339233
1974000265;3339241;1;24008;21255873.51;233328230.47;0.00;0.00;0.00;3339241
1979004511;3339245;1;24010;16840530.51;58788038.12;0.00;0.00;0.00;3339245
2009003756;3339247;1;24011;2048976.44;881575.28;0.00;0.00;0.00;3339247
1978000138;3339251;1;24012;-482318.19;503723195.66;0.00;0.00;0.00;3339251
2022002229;3339255;1;24013;143201457.80;0.00;49778052.13;49778052.13;0.00;3339255
1979003874;3339257;1;24014;60707707.45;154393155.77;0.00;0.00;0.00;3339257
1996002147;3339842;1;24016;449533.01;0.00;1250262.92;1250262.92;0.00;3339842
1994001356;3339846;1;24017;849787.40;0.00;656561.98;656561.98;0.00;3339846
1999000374;3339848;1;24018;101641.72;0.00;101641.72;101641.72;0.00;3339848
2018001256;3339850;1;24019;65372.86;0.00;560313.54;393971.15;166342.39;3339850
1989000738;3339854;1;24020;8681225.29;0.00;8681225.29;8681225.29;0.00;3339854
1972000111;3339856;1;24021;-19238265.47;70864253.43;0.00;0.00;0.00;3339856
2007000611;3339858;1;24022;647367.78;0.00;974369.72;570345.91;404023.81;3339858
2000006574;3339860;1;24023;225994115.70;264967932.26;0.00;0.00;0.00;3339860
