NU_CNPB_PLANO_DA;ID_PROVISAO_MATEMATICA;TX_PERC_CUSTO_ANO;VL_CUSTO_ANO;SM_PROVISAO_MATEMATICA;SM_BENEFICIOS_CONCEDIDOS;SM_BEN_CON_CONTRIBUI_DEF;VL_BC_CD_SALD_CONT_ASSIST;SM_BEN_CON_BENEFICIO_DEF;VL_BC_BD_PROG_VABF_ASSIST;VL_BC_BD_NPRO_VABF_ASSIST;SM_BENEFICIOS_A_CONCEDER;SM_BEN_A_CON_CONTRIB_DEF;VL_AC_CD_SALD_CONT_PATRO;VL_AC_CD_SALD_CONT_PART;SM_BEN_A_CON_BEN_DEF_PROG;VL_AC_BD_PROG_VABF;VL_AC_BD_PROG_VACF_PATRO;VL_AC_BD_PROG_VACF_PART;SM_BEN_A_CON_BEN_DEF_NPRO;VL_AC_BD_NPRO_VABF;VL_AC_BD_NPRO_VACF_PATRO;VL_AC_BD_NPRO_VACF_PART;VL_AC_BD_CAPT_COBERTURA;VL_AC_BD_REPT_SIMPLES;ID_GRUPO_CUSTEIO_DA;ID_DEMONSTRACAO_ATUARIAL
2019002183;167285;NULL;6950783.64;225731545.67;47094782.71;12115481.71;12115481.71;34979301.00;34979301.00;0.00;178636762.96;178636762.96;53537015.75;125099747.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3312750
2021000192;167343;NULL;NULL;592466.13;0.00;0.00;0.00;0.00;NULL;NULL;592466.13;592466.13;0.00;592466.13;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3312911
2007000792;167298;NULL;105578018.52;2056021349.83;128141120.00;0.00;0.00;128141120.00;77449290.00;50691830.00;1927880229.83;1927880229.83;856651052.68;1071229177.15;0.00;0.00;0.00;0.00;0.00;40467574.00;20233787.00;20233787.00;0.00;0.00;NULL;3312938
2007001047;167308;NULL;172520.17;32728667.88;18398362.00;0.00;0.00;18398362.00;15160789.00;3237573.00;14330305.88;0.00;0.00;0.00;14172671.98;14172671.98;0.00;0.00;157633.90;157633.90;0.00;0.00;0.00;0.00;NULL;3312942
1996005138;167322;NULL;86337273.05;4148220050.55;3164754464.68;164663701.25;164663701.25;3000090763.43;2814620655.46;185470107.97;983465585.87;916291968.81;409046501.74;507245467.07;55807905.67;55807905.67;0.00;0.00;11365711.39;12875273.78;1509562.39;0.00;0.00;0.00;NULL;3312946
1996005219;167337;NULL;6953929.68;942684895.52;942684895.52;0.00;0.00;942684895.52;853549292.16;89135603.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3312951
1997002329;167340;NULL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3312954
1998003647;167348;NULL;13159649.67;910993030.88;610072967.72;610072967.72;610072967.72;0.00;0.00;0.00;300920063.16;300920063.16;137282726.37;163637336.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3313810
1974000192;167355;NULL;73194797.76;1142721177.11;241932605.16;208131520.58;208131520.58;33801084.58;17933515.21;15867569.37;900788571.95;900788571.95;379509446.69;521279125.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3313819
2005005274;167361;NULL;2685401.51;48967577.13;16207873.84;16207873.84;16207873.84;0.00;0.00;0.00;32759703.29;32759703.29;15043487.63;17716215.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3314309
1981000283;167376;NULL;413450.07;973610939.00;959209813.00;0.00;0.00;959209813.00;737508543.00;221701270.00;14401126.00;0.00;0.00;0.00;13979581.00;15241487.00;480183.00;781723.00;421545.00;446908.00;8464.00;16899.00;0.00;0.00;NULL;3314314
1980000719;167390;NULL;59821432.59;1457126715.55;445350184.37;318204510.37;318204510.37;127145674.00;60469689.00;66675985.00;1011776531.18;997707786.18;595796128.64;401911657.54;0.00;0.00;0.00;0.00;14068745.00;14068745.00;0.00;0.00;0.00;0.00;NULL;3314713
2005002356;167403;NULL;15100477.06;465266229.12;155621061.00;0.00;0.00;155621061.00;129414026.00;26207035.00;309645168.12;309307317.12;135841971.40;173465345.72;0.00;0.00;0.00;0.00;337851.00;6300275.00;2981212.00;2981212.00;0.00;0.00;NULL;3314960
2022002083;167414;NULL;NULL;145453.03;0.00;0.00;0.00;0.00;NULL;NULL;145453.03;145453.03;0.00;145453.03;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3315076
2005001538;167436;NULL;NULL;88857487.36;19816819.09;19816819.09;19816819.09;0.00;NULL;NULL;69040668.27;69040668.27;33585856.42;35454811.85;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3315078
1981000992;167423;NULL;0.00;58772391.93;58772391.93;0.00;0.00;58772391.93;29999596.72;28772795.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3315082
1994002883;167432;NULL;0.00;12900327.97;985300.27;0.00;0.00;985300.27;643531.09;341769.18;11915027.70;0.00;0.00;0.00;11915027.70;11915027.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3315084
2013000847;167443;NULL;0.00;318953589.01;6653872.05;6653872.05;6653872.05;0.00;0.00;0.00;312299716.96;312299716.96;127826392.66;184473324.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3315187
2017001392;167449;NULL;0.00;398491500.85;152346107.12;0.00;0.00;152346107.12;148067128.82;4278978.30;246145393.73;0.00;0.00;0.00;245088052.96;245088052.96;0.00;0.00;1057340.77;1057340.77;0.00;0.00;0.00;0.00;NULL;3315189
1985000229;167456;NULL;0.00;71934735.06;71934735.06;0.00;0.00;71934735.06;32537787.76;39396947.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3315742
2007000865;167466;NULL;1411153.75;24965224.33;7343550.00;0.00;0.00;7343550.00;5506892.00;1836658.00;17621674.33;17621674.33;8274351.94;9347322.39;0.00;0.00;0.00;0.00;0.00;638064.00;319032.00;319032.00;0.00;0.00;NULL;3316013
1998004929;167474;NULL;8776746.30;298092387.25;43057940.13;43057940.13;43057940.13;0.00;0.00;0.00;255034447.12;212382336.45;204962768.78;7419567.67;42652110.67;42652110.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316015
2009001583;167483;NULL;191967.95;3837030.30;1160336.32;1160336.32;1160336.32;0.00;0.00;0.00;2676693.98;2340511.40;2272386.82;68124.58;336182.58;523593.98;187411.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316017
2007002647;167494;NULL;9258027.22;305149284.21;114923302.00;0.00;0.00;114923302.00;97632226.00;17291076.00;190225982.21;189817200.21;87115463.89;102701736.32;0.00;0.00;0.00;0.00;408782.00;2115236.00;853227.00;853227.00;0.00;0.00;NULL;3316019
2007003392;167506;NULL;3228702.26;84700367.28;25430439.00;0.00;0.00;25430439.00;17075845.00;8354594.00;59269928.28;59140715.28;26777328.83;32363386.45;0.00;0.00;0.00;0.00;129213.00;1189833.00;530310.00;530310.00;0.00;0.00;NULL;3316021
1987001729;167513;NULL;5593822.00;1017794746.01;685015798.58;626151088.66;626151088.66;58864709.92;38489015.25;20375694.67;332778947.43;332642902.47;202679931.37;129962971.10;0.00;0.00;0.00;0.00;136044.96;136044.96;0.00;0.00;0.00;0.00;NULL;3316023
1981001018;167524;NULL;0.00;310243089.14;310243089.14;0.00;0.00;310243089.14;281440279.07;28802810.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316025
2002001911;167527;NULL;NULL;20986559.86;7966298.33;7966298.33;7966298.33;0.00;NULL;NULL;13020261.53;13020261.53;5396276.37;7623985.16;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316514
2006001256;167529;NULL;NULL;3575275.00;658294.38;658294.38;658294.38;0.00;NULL;NULL;2916980.62;2916980.62;0.00;2916980.62;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316521
2005000411;167540;NULL;NULL;19963256.12;2876382.38;2876382.38;2876382.38;0.00;NULL;NULL;17086873.74;17086873.74;0.00;17086873.74;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316526
2009001974;167542;NULL;NULL;818089.80;0.00;0.00;0.00;0.00;NULL;NULL;818089.80;818089.80;0.00;818089.80;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316532
2010001583;167548;NULL;NULL;14900138.21;2506705.29;2506705.29;2506705.29;0.00;NULL;NULL;12393432.92;12393432.92;5457448.25;6935984.67;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316538
1999003111;167550;NULL;NULL;41849107.71;9500511.66;9500511.66;9500511.66;0.00;NULL;NULL;32348596.05;32348596.05;12160718.24;20187877.81;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316540
2008002756;167552;NULL;NULL;51891918.45;2330994.52;2330994.52;2330994.52;0.00;NULL;NULL;49560923.93;49560923.93;24039711.12;25521212.81;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316542
2006000911;167537;NULL;112486587.36;1780216902.61;437458254.94;423525146.94;423525146.94;13933108.00;7942635.00;5990473.00;1342758647.67;1342317719.67;796282166.32;546035553.35;440928.00;440928.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316544
2010000447;167672;NULL;NULL;141405347.78;2842134.41;2842134.41;2842134.41;0.00;NULL;NULL;138563213.37;138563213.37;65345258.80;73217954.57;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3316699
2008001229;167560;NULL;20327979.51;340265967.06;37679527.14;15505440.62;15505440.62;22174086.52;18412156.93;3761929.59;302586439.92;297261773.57;179406648.95;117855124.62;357086.24;357086.24;0.00;0.00;4967580.11;4967580.11;0.00;0.00;0.00;0.00;NULL;3316713
2006003747;167569;NULL;37937.00;2503107.13;1476964.05;1476964.05;1476964.05;0.00;0.00;0.00;1026143.08;979377.08;695215.45;284161.63;0.00;0.00;0.00;0.00;46766.00;46766.00;0.00;0.00;0.00;0.00;NULL;3316717
2006003811;167578;NULL;0.00;5457551.34;3644168.59;368471.59;368471.59;3275697.00;3275697.00;0.00;1813382.75;1813382.75;1813382.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316719
1997001918;167613;NULL;15848147.16;252523911.13;83613284.41;80063092.41;80063092.41;3550192.00;3550192.00;0.00;168910626.72;161445491.72;81547939.08;79897552.64;6920808.00;6920808.00;0.00;0.00;544327.00;544327.00;0.00;0.00;0.00;0.00;NULL;3316735
1994001674;167624;NULL;0.00;129445215.00;126475930.00;0.00;0.00;126475930.00;123962162.00;2513768.00;2969285.00;0.00;0.00;0.00;2969285.00;2969285.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3316739
1994000538;167641;NULL;46820441.00;1291803145.06;633769348.21;539124558.21;539124558.21;94644790.00;67317131.00;27327659.00;658033796.85;637349512.85;307658040.84;329691472.01;1917422.00;1917422.00;0.00;0.00;18766862.00;28572681.00;4902909.50;4902909.50;0.00;0.00;NULL;3316747
