NU_CNPB_PLANO_DA;ID_PROVISAO_MATEMATICA;TX_PERC_CUSTO_ANO;VL_CUSTO_ANO;SM_PROVISAO_MATEMATICA;SM_BENEFICIOS_CONCEDIDOS;SM_BEN_CON_CONTRIBUI_DEF;VL_BC_CD_SALD_CONT_ASSIST;SM_BEN_CON_BENEFICIO_DEF;VL_BC_BD_PROG_VABF_ASSIST;VL_BC_BD_NPRO_VABF_ASSIST;SM_BENEFICIOS_A_CONCEDER;SM_BEN_A_CON_CONTRIB_DEF;VL_AC_CD_SALD_CONT_PATRO;VL_AC_CD_SALD_CONT_PART;SM_BEN_A_CON_BEN_DEF_PROG;VL_AC_BD_PROG_VABF;VL_AC_BD_PROG_VACF_PATRO;VL_AC_BD_PROG_VACF_PART;SM_BEN_A_CON_BEN_DEF_NPRO;VL_AC_BD_NPRO_VABF;VL_AC_BD_NPRO_VACF_PATRO;VL_AC_BD_NPRO_VACF_PART;VL_AC_BD_CAPT_COBERTURA;VL_AC_BD_REPT_SIMPLES;ID_GRUPO_CUSTEIO_DA;ID_DEMONSTRACAO_ATUARIAL
2000007856;168821;NULL;3510200.87;93705448.63;22396211.93;0.00;0.00;22396211.93;19493750.72;2902461.21;71309236.70;69148561.70;34556252.78;34592308.92;0.00;0.00;0.00;0.00;2160675.00;2580419.93;209872.47;209872.46;0.00;0.00;NULL;3332783
1999002083;168839;NULL;1079835.05;34493082.69;9238369.73;9238369.73;9238369.73;0.00;0.00;0.00;25254712.96;25254712.96;12215489.68;13039223.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3332785
2020001519;168869;NULL;NULL;4752919.13;0.00;0.00;0.00;0.00;NULL;NULL;4752919.13;4752919.13;0.00;4752919.13;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3333433
2007003856;168871;NULL;NULL;7426056.90;1080119.32;1080119.32;1080119.32;0.00;NULL;NULL;6345937.58;6345937.58;3207243.08;3138694.50;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3333435
1991001411;168882;NULL;148191060.49;2118587305.97;551177473.40;307731475.33;307731475.33;243445998.07;199465052.77;43980945.30;1567409832.57;1567409832.57;591931263.94;975478568.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3333524
1980000956;168894;NULL;0.00;1025416941.00;866266432.00;0.00;0.00;866266432.00;553782514.00;312483918.00;159150509.00;0.00;0.00;0.00;145261959.00;145261959.00;0.00;0.00;13888550.00;13888550.00;0.00;0.00;0.00;0.00;NULL;3333528
2019003074;168907;NULL;NULL;67788038.47;13808613.35;13808613.35;13808613.35;0.00;NULL;NULL;53979425.12;53979425.12;6578178.02;47401247.10;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3333747
2013001665;168909;NULL;NULL;52719564.91;9916332.41;9916332.41;9916332.41;0.00;NULL;NULL;42803232.50;42803232.50;20578058.30;22225174.20;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3333751
2000007211;168992;NULL;NULL;628522836.53;209629538.55;209629538.55;209629538.55;0.00;NULL;NULL;418893297.98;418893297.98;191263753.46;227629544.52;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334099
2020003147;169103;NULL;NULL;2770870.49;0.00;0.00;0.00;0.00;NULL;NULL;2770870.49;2770870.49;1384204.60;1386665.89;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334114
1987001011;168923;NULL;0.00;80554512.03;80554512.03;0.00;0.00;80554512.03;61750171.84;18804340.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334122
1987001192;168938;NULL;0.00;67607984.61;67607984.61;0.00;0.00;67607984.61;42814155.53;24793829.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334124
1987001265;168952;NULL;0.00;114087743.98;114049061.97;0.00;0.00;114049061.97;85821862.74;28227199.23;38682.01;38682.01;0.00;38682.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334126
1987001811;168967;NULL;0.00;30190464.27;30190464.27;0.00;0.00;30190464.27;16919940.25;13270524.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334128
1988002656;168980;NULL;3317.14;4680480.25;2220802.63;0.00;0.00;2220802.63;0.00;2220802.63;2459677.62;0.00;0.00;0.00;2430389.29;2503392.27;36501.49;36501.49;29288.33;30168.13;439.90;439.90;0.00;0.00;NULL;3334130
1999000218;168988;NULL;95000.00;10852573.37;954817.97;0.00;0.00;954817.97;954817.97;0.00;9897755.40;6370407.13;4283873.30;2086533.83;3175845.23;3175845.23;0.00;0.00;351503.04;351503.04;0.00;0.00;0.00;0.00;NULL;3334132
2005004383;168997;NULL;6464437.49;127438722.70;24357012.42;17925830.04;17925830.04;6431182.38;6431182.38;0.00;103081710.28;102754287.41;90114165.37;12640122.04;0.00;0.00;0.00;0.00;327422.87;327422.87;0.00;0.00;0.00;0.00;NULL;3334136
2006003038;169015;NULL;582867.48;18667052.51;10088453.98;10088453.98;10088453.98;0.00;0.00;0.00;8578598.53;8252689.96;3318961.25;4933728.71;0.00;0.00;0.00;0.00;325908.57;325908.57;0.00;0.00;0.00;0.00;NULL;3334140
2001000383;169024;NULL;619057.79;82934103.70;44299050.43;41790424.35;41790424.35;2508626.08;0.00;2508626.08;38635053.27;35826149.15;33138071.45;2688077.70;1348249.22;1813145.69;464896.47;0.00;1460654.90;1964310.52;503655.62;0.00;0.00;0.00;NULL;3334148
1996003038;169044;NULL;5665908.52;273303721.37;94743774.07;85453609.07;85453609.07;9290165.00;6889132.00;2401033.00;178559947.30;176351579.30;82765681.57;93585897.73;2082274.00;3578248.00;1495974.00;0.00;126094.00;218935.00;92841.00;0.00;0.00;0.00;NULL;3334152
1994004274;169070;NULL;0.00;42240331.03;42223059.02;0.00;0.00;42223059.02;33364710.92;8858348.10;17272.01;17272.01;0.00;17272.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334164
2008004465;169075;NULL;4080.48;8380645.06;8292093.18;8292093.18;8292093.18;0.00;0.00;0.00;88551.88;88057.24;41344.70;46712.54;494.64;1052.73;0.00;558.09;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334170
1999000447;169081;NULL;4719595.44;1867136968.67;1658723432.23;4513746.23;4513746.23;1654209686.00;1448301661.00;205908025.00;208413536.44;164256112.44;64274678.09;99981434.35;43290467.00;47087702.00;3797235.00;0.00;866957.00;932329.00;65372.00;0.00;0.00;0.00;NULL;3334174
2014001219;169087;NULL;25389575.39;943705764.88;393019243.12;393019243.12;393019243.12;0.00;0.00;0.00;550686521.76;426266107.76;190347146.90;235918960.86;123070603.00;140000782.00;16930179.00;0.00;1349811.00;1535318.00;185507.00;0.00;0.00;0.00;NULL;3334176
1988000874;169100;NULL;27112070.00;1170243793.31;669960486.09;28575691.09;28575691.09;641384795.00;612204279.00;29180516.00;500283307.22;346765091.78;160680027.71;186085064.07;136738858.06;202490655.70;65751797.64;0.00;16779357.38;24847824.00;8068466.62;0.00;0.00;0.00;NULL;3334180
1986000818;169110;NULL;83717249.04;1984082278.14;804312464.69;249570222.69;249570222.69;554742242.00;487250043.00;67492199.00;1179769813.45;1179769813.45;572766004.15;607003809.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334188
2019002574;169113;NULL;NULL;17076570.38;536319.50;536319.50;536319.50;0.00;NULL;NULL;16540250.88;16540250.88;0.00;16540250.88;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334435
2009002938;169122;NULL;9605213.82;153435659.33;12454867.37;12454867.37;12454867.37;0.00;0.00;0.00;140980791.96;140980791.96;65637448.66;75343343.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334448
2006001574;169133;NULL;41544436.54;2050085907.40;1326812287.31;940478419.45;940478419.45;386333867.86;305063932.18;81269935.68;723273620.09;713236276.31;353427693.55;359808582.76;8862916.71;8862916.71;0.00;0.00;1174427.07;1174427.07;0.00;0.00;0.00;0.00;NULL;3334450
2000005683;169143;NULL;36280590.86;902808057.18;307517719.43;305941342.84;305941342.84;1576376.59;1448179.05;128197.54;595290337.75;595290337.75;269460381.52;325829956.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334452
1987000447;169150;NULL;18215943.60;1275478580.28;722756314.15;0.00;0.00;722756314.15;661761713.65;60994600.50;552722266.13;0.00;0.00;0.00;520563693.17;520563693.17;0.00;0.00;32158572.96;32158572.96;0.00;0.00;0.00;0.00;NULL;3334456
1979002665;169163;NULL;0.00;671811784.17;667637285.86;94784895.64;94784895.64;572852390.22;290361699.80;282490690.42;4174498.31;0.00;0.00;0.00;4174498.31;4174498.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334463
2002000638;169172;NULL;36000846.74;1523134249.19;774616459.27;656130485.63;656130485.63;118485973.64;73268732.99;45217240.65;748517789.92;686293452.41;315452498.26;370840954.15;0.00;0.00;0.00;0.00;62224337.51;62224337.51;0.00;0.00;0.00;0.00;NULL;3334465
2002004692;169181;NULL;6424377.49;316751442.56;194235318.08;182523094.27;182523094.27;11712223.81;7399867.97;4312355.84;122516124.48;112339235.07;48029275.96;64309959.11;0.00;0.00;0.00;0.00;10176889.41;10176889.41;0.00;0.00;0.00;0.00;NULL;3334467
2018001574;169184;NULL;NULL;4599423.86;0.00;0.00;0.00;0.00;NULL;NULL;4599423.86;4599423.86;0.00;4599423.86;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334613
2012000738;169186;NULL;NULL;82101715.85;1161586.06;1161586.06;1161586.06;0.00;NULL;NULL;80940129.79;80940129.79;35286699.07;45653430.72;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334617
2009001011;169220;NULL;NULL;58917338.53;1153433.61;1153433.61;1153433.61;0.00;NULL;NULL;57763904.92;57763904.92;35343297.18;22420607.74;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334623
2000005918;169270;NULL;NULL;13443299.47;1878891.84;1878891.84;1878891.84;0.00;NULL;NULL;11564407.63;11564407.63;5241032.26;6323375.37;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334625
2002000492;169272;NULL;NULL;27247218.47;4770242.70;4770242.70;4770242.70;0.00;NULL;NULL;22476975.77;22476975.77;10613659.63;11863316.14;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334629
2006005774;169301;NULL;NULL;57233358.76;3265684.69;3265684.69;3265684.69;0.00;NULL;NULL;53967674.07;53967674.07;0.00;53967674.07;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3334633
1997002711;169192;NULL;203103786.61;13766847037.54;8670255161.67;5855160292.94;5855160292.94;2815094868.73;2132310249.23;682784619.50;5096591875.87;5096591875.87;2174850635.01;2921741240.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334663
1993000119;169201;NULL;7146455.26;1808570488.92;1457582355.51;0.00;0.00;1457582355.51;1250167358.96;207414996.55;350988133.41;0.00;0.00;0.00;350052541.44;362440668.82;6194063.69;6194063.69;935591.97;1010783.41;37595.72;37595.72;0.00;0.00;NULL;3334667
1997002892;169208;NULL;0.00;9292055489.77;9268388280.56;0.00;0.00;9268388280.56;7583510695.82;1684877584.74;23667209.21;0.00;0.00;0.00;23667209.21;23667209.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334671
1998007618;169217;NULL;86173761.19;1893500612.08;464351961.38;271291710.84;271291710.84;193060250.54;123374066.30;69686184.24;1429148650.70;1276156765.90;436427937.73;839728828.17;140538725.09;182861889.95;21161582.43;21161582.43;12453159.71;17571525.45;2559182.87;2559182.87;0.00;0.00;NULL;3334675
1994003065;169230;NULL;2475673.69;214766039.00;214766039.00;0.00;0.00;214766039.00;152094963.00;62671076.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334679
1994004411;169241;NULL;92573.68;6351460.00;6351460.00;0.00;0.00;6351460.00;3869946.00;2481514.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334683
1997000318;169261;NULL;1571079.84;89615878.00;89567824.00;0.00;0.00;89567824.00;75055555.00;14512269.00;48054.00;0.00;0.00;0.00;47812.00;47812.00;0.00;0.00;242.00;242.00;0.00;0.00;0.00;0.00;NULL;3334691
1994001811;169267;NULL;37289956.00;1069298554.81;379493053.11;253487726.11;253487726.11;126005327.00;117316307.00;8689020.00;689805501.70;689805501.70;446296964.33;243508537.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334699
2000001718;169284;NULL;51262.00;468474445.99;464270395.00;0.00;0.00;464270395.00;295561311.00;168709084.00;4204050.99;475332.44;0.00;475332.44;3438910.36;3668993.00;153334.63;76748.01;289808.19;309198.00;12922.01;6467.80;0.00;0.00;NULL;3334707
2009000838;169292;NULL;79037917.98;628477368.97;127435697.86;127435697.86;127435697.86;0.00;0.00;0.00;501041671.11;494640298.80;194833507.15;299806791.65;0.00;0.00;0.00;0.00;6401372.31;11900969.00;5499596.69;0.00;0.00;0.00;NULL;3334711
2011001919;169298;NULL;89612212.68;6253747000.19;3132345543.62;3132345543.62;3132345543.62;0.00;0.00;0.00;3121401456.57;3098592950.57;1272397707.33;1826195243.24;0.00;0.00;0.00;0.00;22808506.00;29097643.00;6289137.00;0.00;0.00;0.00;NULL;3334715
2010002474;169307;NULL;0.00;1288983168.94;1152463180.45;0.00;0.00;1152463180.45;933666265.45;218796915.00;136519988.49;0.00;0.00;0.00;136519988.49;136519988.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334729
1986000192;169324;NULL;16800.50;179942918.73;179107566.45;0.00;0.00;179107566.45;120090227.77;59017338.68;835352.28;0.00;0.00;0.00;725512.23;827077.93;41374.33;60191.37;109840.05;142910.47;13611.12;19459.30;0.00;0.00;NULL;3334906
1996002211;169332;NULL;0.00;149408875.75;148091217.60;0.00;0.00;148091217.60;86845342.89;61245874.71;1317658.15;0.00;0.00;0.00;1125627.29;1125627.29;0.00;0.00;192030.86;192030.86;0.00;0.00;0.00;0.00;NULL;3334908
1997000474;169341;NULL;0.00;224933095.59;224691098.55;0.00;0.00;224691098.55;154352498.27;70338600.28;241997.04;0.00;0.00;0.00;230581.00;230581.00;0.00;0.00;11416.04;11416.04;0.00;0.00;0.00;0.00;NULL;3334910
2000000411;169348;NULL;37551.16;4958197.88;3038273.66;755302.48;755302.48;2282971.18;2282971.18;0.00;1919924.22;1919924.22;172177.84;1747746.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334912
2008000974;169356;NULL;2401491.83;242630013.55;188322587.26;188322587.26;188322587.26;0.00;0.00;0.00;54307426.29;54307426.29;29034521.33;25272904.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334914
2009003292;169363;NULL;599574.78;45306332.52;33155535.45;28792212.55;28792212.55;4363322.90;3363476.25;999846.65;12150797.07;12150797.07;5966408.91;6184388.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334916
2011000556;169408;NULL;0.00;1700377711.67;1370629195.45;554804814.12;554804814.12;815824381.33;379955477.99;435868903.34;329748516.22;329748516.22;85432920.05;244315596.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3334920
2008004392;169418;NULL;16993.11;800588.25;349440.80;349440.80;349440.80;0.00;0.00;0.00;451147.45;449976.45;189387.11;260589.34;0.00;0.00;0.00;0.00;1171.00;2383.00;1212.00;0.00;0.00;0.00;NULL;3334941
2005006483;169444;NULL;3978388.66;130588920.60;43389955.74;0.00;0.00;43389955.74;36130696.88;7259258.86;87198964.86;86956216.25;43086134.02;43870082.23;0.00;0.00;0.00;0.00;242748.61;1933601.91;845426.65;845426.65;0.00;0.00;NULL;3335042
1989001629;169453;NULL;0.00;9755490.00;9755490.00;0.00;0.00;9755490.00;5869443.00;3886047.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3335048
2009003683;169479;NULL;25004397.00;649639437.96;270604526.00;0.00;0.00;270604526.00;250074820.00;20529706.00;379034911.96;1807520.96;1483523.01;323997.95;366309756.00;688144673.00;321834917.00;0.00;10917635.00;19959822.00;9042187.00;0.00;0.00;0.00;NULL;3335050
1988002011;169490;NULL;0.00;517909999.00;509436038.00;0.00;0.00;509436038.00;403316443.00;106119595.00;8473961.00;0.00;0.00;0.00;8307040.00;8307040.00;0.00;0.00;166921.00;166921.00;0.00;0.00;0.00;0.00;NULL;3335196
1988000483;169499;NULL;101896075.00;3765590410.23;2050412394.86;2050412394.86;2050412394.86;0.00;0.00;0.00;1715178015.37;1692672340.37;932426575.05;760245765.32;0.00;0.00;0.00;0.00;22505675.00;22505675.00;0.00;0.00;0.00;0.00;NULL;3335198
1988000319;169506;NULL;0.00;60981157.00;56449851.00;0.00;0.00;56449851.00;42434498.00;14015353.00;4531306.00;0.00;0.00;0.00;4393656.00;4393656.00;0.00;0.00;137650.00;137650.00;0.00;0.00;0.00;0.00;NULL;3335200
2004002956;169516;NULL;NULL;286094294.51;23943918.37;23943918.37;23943918.37;0.00;NULL;NULL;262150376.14;262150376.14;0.00;262150376.14;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3335743
2019003929;169656;NULL;NULL;27123287.95;2961526.08;2961526.08;2961526.08;0.00;NULL;NULL;24161761.87;24161761.87;0.00;24161761.87;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3335747
2002004838;169679;NULL;NULL;261386961.53;117782366.33;117782366.33;117782366.33;0.00;NULL;NULL;143604595.20;143604595.20;4452401.05;139152194.15;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3335751
2018001965;169681;NULL;NULL;151805945.98;46508955.76;46508955.76;46508955.76;0.00;NULL;NULL;105296990.22;105296990.22;59375968.26;45921021.96;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3335755
1991001274;169529;NULL;9924443.00;38111817.85;38073509.28;0.00;0.00;38073509.28;0.00;38073509.28;38308.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38308.57;237462.01;0.00;199153.44;0.00;0.00;NULL;3335763
1980001774;169562;NULL;16006085.74;615815373.74;393518969.83;150674432.83;150674432.83;242844537.00;208768992.00;34075545.00;222296403.91;215115419.91;206121752.20;8993667.71;4781448.00;10709983.00;5928535.00;0.00;2399536.00;4869540.00;2470004.00;0.00;0.00;0.00;NULL;3335765
1988000165;169593;NULL;29253238.56;571171242.46;178136318.38;121318539.38;121318539.38;56817779.00;53661233.00;3156546.00;393034924.08;393034924.08;116219843.80;276815080.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3335767
1988001838;169608;NULL;0.00;1240480967.51;876967619.00;0.00;0.00;876967619.00;814711710.00;62255909.00;363513348.51;8305757.51;0.00;8305757.51;336985637.00;336985637.00;0.00;0.00;18221954.00;18221954.00;0.00;0.00;0.00;0.00;NULL;3335769
1996002856;169615;NULL;0.00;35250394.00;16936905.00;0.00;0.00;16936905.00;0.00;16936905.00;18313489.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18313489.00;18313489.00;0.00;0.00;0.00;0.00;NULL;3335771
1995002992;169625;NULL;15484103.26;287599912.11;55264882.15;6562218.15;6562218.15;48702664.00;48447412.00;255252.00;232335029.96;213719931.68;201346759.56;12373172.12;18021411.28;38846520.28;20825109.00;0.00;593687.00;1324330.00;730643.00;0.00;0.00;0.00;NULL;3335775
1999002792;169634;NULL;6444438.45;55224750.50;3682286.76;0.00;0.00;3682286.76;2724352.81;957933.95;51542463.74;33326537.66;8536544.35;24789993.31;0.00;0.00;0.00;0.00;18215926.08;43138705.86;12461389.89;12461389.89;0.00;0.00;NULL;3335779
1979002592;169644;NULL;0.00;10944883.00;10944883.00;0.00;0.00;10944883.00;7426558.00;3518325.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3335783
1996002929;169648;NULL;6351715.30;1254628926.03;843314326.74;0.00;0.00;843314326.74;840137629.74;3176697.00;411314599.29;411314599.29;122060813.14;289253786.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3335787
1980000492;169664;NULL;0.00;3125334163.24;3125334163.24;0.00;0.00;3125334163.24;1328182946.01;1797151217.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3335795
2011000874;169676;NULL;0.00;341303704.61;231249596.82;0.00;0.00;231249596.82;220172423.89;11077172.93;110054107.79;0.00;0.00;0.00;102097976.01;102097976.01;0.00;0.00;7956131.78;7956131.78;0.00;0.00;0.00;0.00;NULL;3335799
1999002474;169692;NULL;5156803.46;232039465.75;119124940.94;14833695.04;14833695.04;104291245.90;81993891.48;22297354.42;112914524.81;112310601.49;46707251.76;65603349.73;10434.82;10434.82;0.00;0.00;593488.50;835772.88;242284.38;0.00;0.00;0.00;NULL;3335803
2022002865;169706;NULL;NULL;2781287.74;0.00;0.00;0.00;0.00;NULL;NULL;2781287.74;2781287.74;1356874.87;1424412.87;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3336144
2017000647;169721;NULL;60731820.42;1277404259.81;787800474.76;787800474.76;787800474.76;0.00;0.00;0.00;489603785.05;489603785.05;171120450.48;318483334.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336195
2006000829;169777;NULL;NULL;162193769.67;19984374.31;19984374.31;19984374.31;0.00;NULL;NULL;142209395.36;142209395.36;0.00;142209395.36;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3336484
2019001111;169814;NULL;NULL;16630100.04;0.00;0.00;0.00;0.00;NULL;NULL;16630100.04;16630100.04;0.00;16630100.04;0.00;NULL;NULL;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;3336486
1979003629;169765;NULL;26597003.25;1374886577.00;1091799469.00;0.00;0.00;1091799469.00;962606168.00;129193301.00;283087108.00;0.00;0.00;0.00;270126037.00;350743517.00;40069557.00;40547923.00;12961071.00;13504643.00;270173.00;273399.00;0.00;0.00;NULL;3336494
2011000165;169774;NULL;1729428.65;17573882.21;389056.45;0.00;0.00;389056.45;0.00;389056.45;17184825.76;17184825.76;8142288.88;9042536.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336496
2010003438;169786;NULL;26082711.57;281396950.83;22290986.91;6228187.10;6228187.10;16062799.81;13347542.66;2715257.15;259105963.92;250301070.24;120137357.49;130163712.75;0.00;0.00;0.00;0.00;8804893.68;8804893.68;0.00;0.00;0.00;0.00;NULL;3336500
1998003019;169811;NULL;23715470.93;522899833.86;238906484.74;3722618.48;3722618.48;235183866.26;185180598.11;50003268.15;283993349.12;278401608.99;108458274.90;169943334.09;5338204.47;5338204.47;0.00;0.00;253535.66;253535.66;0.00;0.00;0.00;0.00;NULL;3336504
2013000383;169821;NULL;2156241100.85;8035253584.86;303988840.96;26088890.41;26088890.41;277899950.55;0.00;277899950.55;7731264743.90;7216871567.60;3445260196.09;3771611371.51;0.00;0.00;0.00;0.00;514393176.30;514393176.30;0.00;0.00;0.00;0.00;NULL;3336506
1980002274;169827;NULL;0.00;742772325.28;664251203.84;11965997.84;11965997.84;652285206.00;584659659.00;67625547.00;78521121.44;17989777.44;16061579.77;1928197.67;59628531.00;59628531.00;0.00;0.00;902813.00;902813.00;0.00;0.00;0.00;0.00;NULL;3336712
2011000947;169836;NULL;18082689.20;182874285.34;18027195.11;18027195.11;18027195.11;0.00;0.00;0.00;164847090.23;154903963.50;56767261.88;98136701.62;3094603.73;5131375.73;2036772.00;0.00;6848523.00;11949344.00;5100821.00;0.00;0.00;0.00;NULL;3336720
2011000629;169845;NULL;56256632.76;674429882.82;71330905.66;71330905.66;71330905.66;0.00;0.00;0.00;603098977.16;556413592.05;264069528.50;292344063.55;21817499.11;33599444.11;11781945.00;0.00;24867886.00;37258268.00;12390382.00;0.00;0.00;0.00;NULL;3336726
2013001738;169854;NULL;1407210053.68;3282598212.47;3989087.09;1785200.45;1785200.45;2203886.64;0.00;2203886.64;3278609125.38;2795951182.42;1318674624.21;1477276558.21;0.00;0.00;0.00;0.00;482657942.96;482657942.96;0.00;0.00;0.00;0.00;NULL;3336728
1996004174;169864;NULL;97385794.00;1255768620.60;204723846.44;185936072.44;185936072.44;18787774.00;0.00;18787774.00;1051044774.16;1011597514.16;345497730.75;666099783.41;0.00;0.00;0.00;0.00;39447260.00;60844151.00;21396891.00;0.00;0.00;0.00;NULL;3336730
2010000374;169871;NULL;1194454.52;26908166.03;827425.72;38867.26;38867.26;788558.46;237449.73;551108.73;26080740.31;24471500.69;3984897.98;20486602.71;0.00;0.00;0.00;0.00;1609239.62;1788630.44;89695.41;89695.41;0.00;0.00;NULL;3336732
2003001638;169878;NULL;482799.92;82487213.96;55293974.84;25226010.86;25226010.86;30067963.98;30067963.98;0.00;27193239.12;25272570.81;12911208.91;12361361.90;0.00;0.00;0.00;0.00;1920668.31;2028184.87;53758.28;53758.28;0.00;0.00;NULL;3336734
1988001129;169894;NULL;0.00;3267686082.81;3267686082.81;0.00;0.00;3267686082.81;2322132012.93;945554069.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336736
1995001465;169902;NULL;16746000.00;507846939.64;194028219.55;99316870.55;99316870.55;94711349.00;87867377.00;6843972.00;313818720.09;308111195.09;127627015.80;180484179.29;5707525.00;5707525.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336738
2020001438;169913;NULL;0.00;1703545659.67;1703545659.67;0.00;0.00;1703545659.67;1703545659.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336783
1973000156;169928;NULL;29965367.71;7952445173.81;7949310602.78;0.00;0.00;7949310602.78;7362048006.69;587262596.09;3134571.03;0.00;0.00;0.00;3134571.03;3134571.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336787
1995002356;169938;NULL;0.00;18039470.00;18039470.00;0.00;0.00;18039470.00;13038669.00;5000801.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336791
2002000565;169955;NULL;4530303.69;101781348.66;38151670.56;1932989.23;1932989.23;36218681.33;34429267.88;1789413.45;63629678.10;63629678.10;31687880.66;31941797.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;NULL;3336801
